,lnc
92,ENSG00000274173
93,ENSG00000267288
94,ENSG00000233184
95,ENSG00000186615
96,ENSG00000240996
97,ENSG00000224165
98,ENSG00000272983
99,ENSG00000231177
100,ENSG00000259959
101,ENSG00000255345
102,ENSG00000258701
103,ENSG00000261534
104,ENSG00000232564
105,ENSG00000248596
106,ENSG00000172965
107,ENSG00000233006
108,ENSG00000233008
109,ENSG00000231764
110,ENSG00000175611
111,ENSG00000116652
112,ENSG00000259772
113,ENSG00000280011
114,ENSG00000226816
115,ENSG00000269386
116,ENSG00000229587
117,ENSG00000229619
118,ENSG00000248049
119,ENSG00000247708
120,ENSG00000255545
121,ENSG00000234492
122,ENSG00000273486
123,ENSG00000224032
124,ENSG00000177406
125,ENSG00000179935
126,ENSG00000182648
127,ENSG00000245025
128,ENSG00000233539
129,ENSG00000224897
130,ENSG00000260743
131,ENSG00000229807
132,ENSG00000232677
133,ENSG00000268713
134,ENSG00000226200
135,ENSG00000276809
136,ENSG00000272267
137,ENSG00000249695
138,ENSG00000274964
139,ENSG00000231607
140,ENSG00000225649
141,ENSG00000272482
142,ENSG00000234684
143,ENSG00000212978
144,ENSG00000261668
145,ENSG00000242516
146,ENSG00000241472
147,ENSG00000234630
148,ENSG00000132204
149,ENSG00000233183
150,ENSG00000226883
151,ENSG00000249859
152,ENSG00000260804
153,ENSG00000257298
154,ENSG00000225792
155,ENSG00000253636
156,ENSG00000250742
157,ENSG00000255240
158,ENSG00000251259
159,ENSG00000233723
160,ENSG00000260231
161,ENSG00000227028
162,ENSG00000248323
163,ENSG00000227398
164,ENSG00000230606
165,ENSG00000273142
166,ENSG00000270681
167,ENSG00000218416
168,ENSG00000226419
169,ENSG00000237870
170,ENSG00000189238
171,ENSG00000228140
172,ENSG00000245060
173,ENSG00000246366
174,ENSG00000250899
175,ENSG00000273156
176,ENSG00000238266
177,ENSG00000241886
178,ENSG00000235139
179,ENSG00000261226
180,ENSG00000234072
181,ENSG00000260777
182,ENSG00000257453
183,ENSG00000234028
184,ENSG00000246792
185,ENSG00000245468
186,ENSG00000259974
187,ENSG00000256155
188,ENSG00000261762
189,ENSG00000261786
190,ENSG00000230091
191,ENSG00000245532
192,ENSG00000258593
193,ENSG00000224511
194,ENSG00000226746
195,ENSG00000279738
196,ENSG00000234377
197,ENSG00000249464
198,ENSG00000242125
199,ENSG00000232046
200,ENSG00000241111
201,ENSG00000224559
202,ENSG00000233175
203,ENSG00000224152
204,ENSG00000196741
205,ENSG00000231574
206,ENSG00000261618
207,ENSG00000227619
208,ENSG00000271554
209,ENSG00000251562
210,ENSG00000249364
211,ENSG00000260742
212,ENSG00000241860
213,ENSG00000235531
214,ENSG00000235590
215,ENSG00000243081
216,ENSG00000257027
217,ENSG00000232160
218,ENSG00000204706
219,ENSG00000179523
220,ENSG00000228630
221,ENSG00000177822
222,ENSG00000255737
223,ENSG00000248671
224,ENSG00000260254
225,ENSG00000257379
226,ENSG00000247572
227,ENSG00000234722
228,ENSG00000248890
229,ENSG00000276272
230,ENSG00000259275
231,ENSG00000189229
232,ENSG00000261487
233,ENSG00000223949
234,ENSG00000251867
235,ENSG00000260912
236,ENSG00000228315
237,ENSG00000215769
238,ENSG00000230699
239,ENSG00000245080
240,ENSG00000259623
241,ENSG00000247828
242,ENSG00000269397
243,ENSG00000261067
244,ENSG00000215256
245,ENSG00000257167
246,ENSG00000229970
247,ENSG00000261069
248,ENSG00000261269
249,ENSG00000253686
250,ENSG00000182912
251,ENSG00000250303
252,ENSG00000248265
253,ENSG00000248810
254,ENSG00000227165
255,ENSG00000223387
256,ENSG00000274918
257,ENSG00000230061
258,ENSG00000230590
259,ENSG00000259994
260,ENSG00000227252
261,ENSG00000177337
262,ENSG00000214900
263,ENSG00000230102
264,ENSG00000226091
265,ENSG00000260924
266,ENSG00000276672
267,ENSG00000243107
268,ENSG00000245750
269,ENSG00000251151
270,ENSG00000245648
271,ENSG00000196756
272,ENSG00000189223
273,ENSG00000245651
274,ENSG00000255458
275,ENSG00000232021
276,ENSG00000233937
277,ENSG00000260244
278,ENSG00000177738
279,ENSG00000242512
280,ENSG00000224713
281,ENSG00000246250
282,ENSG00000269044
283,ENSG00000273691
284,ENSG00000236423
285,ENSG00000258811
286,ENSG00000255366
287,ENSG00000186019
288,ENSG00000228624
289,ENSG00000258498
290,ENSG00000236333
291,ENSG00000229404
292,ENSG00000233429
293,ENSG00000259673
294,ENSG00000273026
295,ENSG00000260209
296,ENSG00000226380
297,ENSG00000230615
298,ENSG00000226891
299,ENSG00000264772
300,ENSG00000225484
301,ENSG00000232104
302,ENSG00000228549
303,ENSG00000246339
304,ENSG00000260196
305,ENSG00000280383
306,ENSG00000231770
307,ENSG00000254389
308,ENSG00000235954
309,ENSG00000278192
310,ENSG00000235770
311,ENSG00000230487
312,ENSG00000235527
313,ENSG00000260966
314,ENSG00000228203
315,ENSG00000235437
316,ENSG00000227555
317,ENSG00000273374
318,ENSG00000246223
319,ENSG00000243701
320,ENSG00000260398
321,ENSG00000259976
322,ENSG00000212694
323,ENSG00000260032
324,ENSG00000261008
325,ENSG00000259370
326,ENSG00000259583
327,ENSG00000272097
328,ENSG00000248429
329,ENSG00000261126
330,ENSG00000205056
331,ENSG00000246640
332,ENSG00000233705
333,ENSG00000275764
334,ENSG00000245904
335,ENSG00000261351
336,ENSG00000269821
337,ENSG00000241388
338,ENSG00000232044
339,ENSG00000245017
340,ENSG00000249673
341,ENSG00000237054
342,ENSG00000254154
343,ENSG00000259498
344,ENSG00000272610
345,ENSG00000253716
346,ENSG00000260572
347,ENSG00000204054
348,ENSG00000253738
349,ENSG00000253706
350,ENSG00000270562
351,ENSG00000246089
352,ENSG00000259642
353,ENSG00000229852
354,ENSG00000237187
355,ENSG00000241684
356,ENSG00000236859
357,ENSG00000152931
358,ENSG00000223546
359,ENSG00000225434
360,ENSG00000205634
361,ENSG00000236833
362,ENSG00000213904
363,ENSG00000249395
364,ENSG00000261654
365,ENSG00000260597
366,ENSG00000247516
367,ENSG00000278600
368,ENSG00000205959
369,ENSG00000228794
370,ENSG00000225778
371,ENSG00000229589
372,ENSG00000226180
373,ENSG00000225684
374,ENSG00000239569
375,ENSG00000261116
376,ENSG00000259495
377,ENSG00000258210
378,ENSG00000233030
379,ENSG00000175772
380,ENSG00000215039
381,ENSG00000251023
382,ENSG00000273033
383,ENSG00000260328
384,ENSG00000227066
385,ENSG00000256546
386,ENSG00000276248
387,ENSG00000236318
388,ENSG00000235897
389,ENSG00000243155
390,ENSG00000179406
391,ENSG00000185065
392,ENSG00000261777
393,ENSG00000259877
394,ENSG00000237188
395,ENSG00000246090
396,ENSG00000256116
397,ENSG00000259953
398,ENSG00000236810
399,ENSG00000238164
400,ENSG00000259663
401,ENSG00000226137
402,ENSG00000278022
403,ENSG00000253741
404,ENSG00000231419
405,ENSG00000254109
406,ENSG00000237484
407,ENSG00000253854
408,ENSG00000231312
409,ENSG00000214770
410,ENSG00000233593
411,ENSG00000157306
412,ENSG00000214106
413,ENSG00000222041
414,ENSG00000180769
415,ENSG00000236008
416,ENSG00000255794
417,ENSG00000233016
418,ENSG00000250903
419,ENSG00000233901
420,ENSG00000204581
421,ENSG00000205740
422,ENSG00000238121
423,ENSG00000247735
424,ENSG00000259943
425,ENSG00000235257
426,ENSG00000225331
427,ENSG00000247556
428,ENSG00000227189
429,ENSG00000235823
430,ENSG00000235298
431,ENSG00000249267
432,ENSG00000253616
433,ENSG00000196696
434,ENSG00000260920
435,ENSG00000196951
436,ENSG00000246695
437,ENSG00000257815
438,ENSG00000224424
439,ENSG00000272498
440,ENSG00000265962
441,ENSG00000253552
442,ENSG00000254876
443,ENSG00000229780
444,ENSG00000250508
445,ENSG00000256092
446,ENSG00000260630
447,ENSG00000260086
448,ENSG00000227403
449,ENSG00000236901
450,ENSG00000238198
451,ENSG00000261324
452,ENSG00000204860
453,ENSG00000203709
454,ENSG00000176593
455,ENSG00000259134
456,ENSG00000246022
457,ENSG00000234715
458,ENSG00000254936
459,ENSG00000196810
460,ENSG00000226007
461,ENSG00000258082
462,ENSG00000251637
463,ENSG00000263753
464,ENSG00000260461
465,ENSG00000235513
466,ENSG00000261451
467,ENSG00000239219
468,ENSG00000261542
469,ENSG00000204362
470,ENSG00000259768
471,ENSG00000235609
472,ENSG00000197085
473,ENSG00000203392
474,ENSG00000231064
475,ENSG00000280434
476,ENSG00000260604
477,ENSG00000240859
478,ENSG00000246477
479,ENSG00000233452
480,ENSG00000214188
481,ENSG00000248858
482,ENSG00000213742
483,ENSG00000251095
484,ENSG00000261326
485,ENSG00000187621
486,ENSG00000259810
487,ENSG00000206567
488,ENSG00000250802
489,ENSG00000226194
490,ENSG00000214248
491,ENSG00000163597
492,ENSG00000260633
493,ENSG00000223482
494,ENSG00000228434
495,ENSG00000258168
496,ENSG00000233834
497,ENSG00000246130
498,ENSG00000250397
499,ENSG00000183250
500,ENSG00000234129
501,ENSG00000229989
502,ENSG00000242282
503,ENSG00000230461
504,ENSG00000258867
505,ENSG00000273015
506,ENSG00000258476
507,ENSG00000244879
508,ENSG00000213468
509,ENSG00000229719
510,ENSG00000261087
511,ENSG00000251432
512,ENSG00000277476
513,ENSG00000228709
514,ENSG00000258655
515,ENSG00000261229
516,ENSG00000249279
517,ENSG00000245164
518,ENSG00000223768
519,ENSG00000225470
520,ENSG00000258457
521,ENSG00000174365
522,ENSG00000180861
523,ENSG00000257279
524,ENSG00000249635
525,ENSG00000257698
526,ENSG00000267272
527,ENSG00000272505
528,ENSG00000214783
529,ENSG00000230551
530,ENSG00000258301
531,ENSG00000251002
532,ENSG00000234899
533,ENSG00000188242
534,ENSG00000263126
535,ENSG00000227733
536,ENSG00000258957
537,ENSG00000230724
538,ENSG00000164621
539,ENSG00000245146
540,ENSG00000248275
541,ENSG00000204588
542,ENSG00000248008
543,ENSG00000244300
544,ENSG00000245937
545,ENSG00000261167
546,ENSG00000272692
547,ENSG00000213963
548,ENSG00000203446
549,ENSG00000212743
550,ENSG00000234869
551,ENSG00000249592
552,ENSG00000188185
553,ENSG00000254815
554,ENSG00000215068
555,ENSG00000205414
556,ENSG00000247498
557,ENSG00000247137
558,ENSG00000276517
559,ENSG00000256028
560,ENSG00000245552
561,ENSG00000259865
562,ENSG00000267106
563,ENSG00000215424
564,ENSG00000247809
565,ENSG00000261604
566,ENSG00000237945
567,ENSG00000240498
568,ENSG00000248508
569,ENSG00000177699
570,ENSG00000246889
571,ENSG00000257337
572,ENSG00000214919
573,ENSG00000253955
574,ENSG00000248690
575,ENSG00000233221
576,ENSG00000223653
577,ENSG00000227036
578,ENSG00000215386
579,ENSG00000203875
580,ENSG00000246273
581,ENSG00000250337
582,ENSG00000260664
583,ENSG00000188825
584,ENSG00000247903
585,ENSG00000265485
586,ENSG00000231721
587,ENSG00000215417
588,ENSG00000230002
589,ENSG00000251364
590,ENSG00000257060
591,ENSG00000244968
592,ENSG00000183242
593,ENSG00000223749
594,ENSG00000258754
595,ENSG00000247373
596,ENSG00000233393
597,ENSG00000269918
598,ENSG00000237248
599,ENSG00000247240
600,ENSG00000232973
601,ENSG00000244733
602,ENSG00000231889
603,ENSG00000278730
604,ENSG00000224652
605,ENSG00000261474
606,ENSG00000240990
607,ENSG00000237101
608,ENSG00000225489
609,ENSG00000250295
610,ENSG00000248932
611,ENSG00000249087
612,ENSG00000214922
613,ENSG00000231711
614,ENSG00000261824
615,ENSG00000260274
616,ENSG00000228340
617,ENSG00000225670
618,ENSG00000273373
619,ENSG00000236144
620,ENSG00000261094
621,ENSG00000197182
622,ENSG00000260288
623,ENSG00000260401
624,ENSG00000259091
625,ENSG00000238133
626,ENSG00000247011
627,ENSG00000093100
628,ENSG00000224023
629,ENSG00000246548
630,ENSG00000235560
631,ENSG00000259408
632,ENSG00000235703
633,ENSG00000238113
634,ENSG00000237975
635,ENSG00000232956
636,ENSG00000260852
637,ENSG00000241158
638,ENSG00000214049
639,ENSG00000236772
640,ENSG00000250033
641,ENSG00000223764
642,ENSG00000232732
643,ENSG00000248441
644,ENSG00000234608
645,ENSG00000260565
646,ENSG00000198106
647,ENSG00000243004
648,ENSG00000237037
649,ENSG00000232855
650,ENSG00000234327
651,ENSG00000260423
652,ENSG00000261335
653,ENSG00000236830
654,ENSG00000228065
655,ENSG00000251381
656,ENSG00000279217
657,ENSG00000233101
658,ENSG00000260941
659,ENSG00000273759
660,ENSG00000226849
661,ENSG00000232931
662,ENSG00000255389
663,ENSG00000231683
664,ENSG00000250548
665,ENSG00000239911
666,ENSG00000251396
667,ENSG00000233930
668,ENSG00000249307
669,ENSG00000260711
670,ENSG00000257176
671,ENSG00000246100
672,ENSG00000225431
673,ENSG00000227695
674,ENSG00000229116
675,ENSG00000245970
676,ENSG00000272502
677,ENSG00000225411
678,ENSG00000215808
679,ENSG00000205622
680,ENSG00000276115
681,ENSG00000250988
682,ENSG00000255043
683,ENSG00000226688
684,ENSG00000259834
685,ENSG00000258441
686,ENSG00000255036
687,ENSG00000278920
688,ENSG00000229236
689,ENSG00000261188
690,ENSG00000236778
691,ENSG00000250072
692,ENSG00000240875
693,ENSG00000251022
694,ENSG00000251143
695,ENSG00000245954
696,ENSG00000255082
697,ENSG00000260034
698,ENSG00000245694
699,ENSG00000258334
700,ENSG00000185904
701,ENSG00000214145
702,ENSG00000260400
703,ENSG00000261971
704,ENSG00000234456
705,ENSG00000246174
706,ENSG00000260686
707,ENSG00000225680
708,ENSG00000231327
709,ENSG00000249898
710,ENSG00000278576
711,ENSG00000245910
712,ENSG00000253125
713,ENSG00000261553
714,ENSG00000206337
715,ENSG00000235724
716,ENSG00000228801
