,lnc
153,ENSG00000260966
154,ENSG00000235437
155,ENSG00000246223
156,ENSG00000260398
157,ENSG00000259976
158,ENSG00000212694
159,ENSG00000260032
160,ENSG00000261008
161,ENSG00000259370
162,ENSG00000259583
163,ENSG00000272097
164,ENSG00000248429
165,ENSG00000261126
166,ENSG00000205056
167,ENSG00000245904
168,ENSG00000261351
169,ENSG00000241388
170,ENSG00000245017
171,ENSG00000249673
172,ENSG00000260572
173,ENSG00000204054
174,ENSG00000253738
175,ENSG00000246089
176,ENSG00000229852
177,ENSG00000237187
178,ENSG00000241684
179,ENSG00000152931
180,ENSG00000223546
181,ENSG00000236833
182,ENSG00000261654
183,ENSG00000247516
184,ENSG00000228794
185,ENSG00000229589
186,ENSG00000239569
187,ENSG00000261116
188,ENSG00000259495
189,ENSG00000258210
190,ENSG00000273033
191,ENSG00000227066
192,ENSG00000256546
193,ENSG00000235897
194,ENSG00000243155
195,ENSG00000179406
196,ENSG00000185065
197,ENSG00000237188
198,ENSG00000246090
199,ENSG00000259953
200,ENSG00000238164
201,ENSG00000231312
202,ENSG00000233593
203,ENSG00000222041
204,ENSG00000180769
205,ENSG00000236008
206,ENSG00000233016
207,ENSG00000250903
208,ENSG00000233901
209,ENSG00000259943
210,ENSG00000247556
211,ENSG00000235823
212,ENSG00000253616
213,ENSG00000196696
214,ENSG00000260920
215,ENSG00000246695
216,ENSG00000250508
217,ENSG00000256092
218,ENSG00000260630
219,ENSG00000260086
220,ENSG00000236901
221,ENSG00000261324
222,ENSG00000204860
223,ENSG00000203709
224,ENSG00000176593
225,ENSG00000259134
226,ENSG00000254936
227,ENSG00000196810
228,ENSG00000251637
229,ENSG00000263753
230,ENSG00000260461
231,ENSG00000239219
232,ENSG00000231064
233,ENSG00000280434
234,ENSG00000260604
235,ENSG00000240859
236,ENSG00000233452
237,ENSG00000248858
238,ENSG00000213742
239,ENSG00000261326
240,ENSG00000187621
241,ENSG00000259810
242,ENSG00000206567
243,ENSG00000250802
244,ENSG00000163597
245,ENSG00000223482
246,ENSG00000228434
247,ENSG00000258168
248,ENSG00000233834
249,ENSG00000183250
250,ENSG00000242282
251,ENSG00000230461
252,ENSG00000273015
253,ENSG00000244879
254,ENSG00000229719
255,ENSG00000251432
256,ENSG00000277476
257,ENSG00000223768
258,ENSG00000225470
259,ENSG00000257279
260,ENSG00000267272
261,ENSG00000214783
262,ENSG00000230551
263,ENSG00000258301
264,ENSG00000234899
265,ENSG00000188242
266,ENSG00000227733
267,ENSG00000245937
268,ENSG00000234869
269,ENSG00000249592
270,ENSG00000215068
271,ENSG00000247137
272,ENSG00000256028
273,ENSG00000259865
274,ENSG00000215424
275,ENSG00000247809
276,ENSG00000240498
277,ENSG00000257337
278,ENSG00000253955
279,ENSG00000227036
280,ENSG00000215386
281,ENSG00000246273
282,ENSG00000250337
283,ENSG00000265485
284,ENSG00000231721
285,ENSG00000230002
286,ENSG00000251364
287,ENSG00000183242
288,ENSG00000258754
289,ENSG00000247373
290,ENSG00000233393
291,ENSG00000269918
292,ENSG00000232973
293,ENSG00000231889
294,ENSG00000240990
295,ENSG00000261824
296,ENSG00000236144
297,ENSG00000261094
298,ENSG00000197182
299,ENSG00000260288
300,ENSG00000238133
301,ENSG00000093100
302,ENSG00000224023
303,ENSG00000235560
304,ENSG00000235703
305,ENSG00000238113
306,ENSG00000241158
307,ENSG00000214049
308,ENSG00000250033
309,ENSG00000223764
310,ENSG00000234608
311,ENSG00000243004
312,ENSG00000237037
313,ENSG00000260423
314,ENSG00000236830
315,ENSG00000251381
316,ENSG00000273759
317,ENSG00000232931
318,ENSG00000255389
319,ENSG00000250548
320,ENSG00000251396
321,ENSG00000260711
322,ENSG00000225431
323,ENSG00000245970
324,ENSG00000250988
325,ENSG00000226688
326,ENSG00000259834
327,ENSG00000258441
328,ENSG00000255036
329,ENSG00000236778
330,ENSG00000240875
331,ENSG00000260034
332,ENSG00000245694
333,ENSG00000258334
334,ENSG00000185904
335,ENSG00000214145
336,ENSG00000260400
337,ENSG00000234456
338,ENSG00000253125
339,ENSG00000261553
340,ENSG00000235724
341,ENSG00000228801
