,lnc
0,ENSG00000257621
1,ENSG00000224086
2,ENSG00000251562
3,ENSG00000235954
4,ENSG00000260966
5,ENSG00000204054
6,ENSG00000261654
7,ENSG00000228794
8,ENSG00000259943
9,ENSG00000247556
10,ENSG00000203709
11,ENSG00000244879
12,ENSG00000215424
13,ENSG00000258441
14,ENSG00000234456
