"","logFC","logCPM","PValue","FDR"
"ENSG00000176659",3.15244750429429,-0.450503804930413,1.39759295318799e-05,8.54712826742149e-05
"ENSG00000105641",3.74015050626545,0.254560783273195,1.39763201956757e-05,8.54712826742149e-05
"ENSG00000135929",-1.27494278567059,3.59184906595737,1.40343578483205e-05,8.58073411376872e-05
"ENSG00000267838",1.37304404901708,-0.715105465823614,1.40949982185514e-05,8.61591616379275e-05
"ENSG00000144468",-0.500766867431926,4.07314620250042,1.41059689234627e-05,8.62072761301399e-05
"ENSG00000259523",-0.815033673564398,-1.82177172383402,1.41111089723884e-05,8.6219743815694e-05
"ENSG00000211750",-1.84770563177976,-3.57205981835607,1.41325107978279e-05,8.63315446562678e-05
"ENSG00000198131",0.634536581567305,4.34680207554889,1.4139549720157e-05,8.63555767164528e-05
"ENSG00000222032",4.15395967403566,-1.96739281477834,1.41524935438569e-05,8.64156537728414e-05
"ENSG00000262482",1.80618736289297,-2.6497951276103,1.41895021356937e-05,8.66226125768325e-05
"ENSG00000157216",-0.682810818869099,5.31326975656313,1.42119012326834e-05,8.67403135801237e-05
"ENSG00000102393",0.859715014383838,4.5155132736236,1.42939779126765e-05,8.72221166488092e-05
"ENSG00000121931",0.723555983367587,3.63295277360599,1.43269265449191e-05,8.74039938569499e-05
"ENSG00000105429",-0.618705285837015,5.07363565034878,1.4337034969175e-05,8.74464810521197e-05
"ENSG00000183682",1.29072553737374,-1.02302999860469,1.43587684494934e-05,8.75598392645824e-05
"ENSG00000275896",7.5903000714494,4.56746639564931,1.43869920673542e-05,8.77127159950289e-05
"ENSG00000169918",-1.25083782542457,-0.379719623189138,1.44127850219225e-05,8.78507100185688e-05
"ENSG00000189229",3.04309158399019,-1.35382387297547,1.44301242860538e-05,8.79371268115722e-05
"ENSG00000090971",1.12881253564521,3.98067002333469,1.44361341277358e-05,8.79544794073858e-05
"ENSG00000058085",2.81315785407331,7.85980472732055,1.44394968743706e-05,8.79557000803481e-05
"ENSG00000171877",1.91814758243833,1.00817002623474,1.44458747815946e-05,8.79752825269301e-05
"ENSG00000182010",1.51551528209283,3.18144681759585,1.44675394147422e-05,8.8087932080172e-05
"ENSG00000271966",1.28929042921222,-1.53311957374023,1.45601656963665e-05,8.86324991273893e-05
"ENSG00000143294",0.516988211297105,5.98084107658534,1.46027653488565e-05,8.88723660060715e-05
"ENSG00000258498",-1.71054774472898,1.02957399018084,1.46151462157789e-05,8.89282567708285e-05
"ENSG00000165917",2.52335439572866,-0.461309617292287,1.46946695709602e-05,8.93925732233413e-05
"ENSG00000011132",0.557441455627711,3.6695282896846,1.47239762739265e-05,8.9551268774703e-05
"ENSG00000111786",0.541520123112707,6.07229583483339,1.47313608220088e-05,8.95765934723504e-05
"ENSG00000146733",1.0704886087908,3.59909775176402,1.48417464120112e-05,9.02280858922988e-05
"ENSG00000020256",0.641122903940159,3.89523344732814,1.48610241153727e-05,9.03255384005375e-05
"ENSG00000279447",-1.26488587432451,-3.54996125999687,1.4869202814529e-05,9.0355503141904e-05
"ENSG00000239912",1.05176637043735,-2.37218342592303,1.49016548273902e-05,9.05329239218444e-05
"ENSG00000259605",1.31177322889657,0.278503665593922,1.4911565172316e-05,9.05733483593851e-05
"ENSG00000100731",-0.653589051635058,4.89858895397409,1.49502379625724e-05,9.07818293090661e-05
"ENSG00000232237",3.03879903321301,-1.17667086271833,1.49524164982142e-05,9.07818293090661e-05
"ENSG00000272843",1.61775808011037,-3.19662182478835,1.49566920210229e-05,9.07879692668509e-05
"ENSG00000233515",4.61281245262143,-0.0540577879657233,1.50251996056134e-05,9.11839137313826e-05
"ENSG00000237451",1.65565833367095,-3.00611371805926,1.50612954589248e-05,9.13672951784604e-05
"ENSG00000147592",0.836575739836238,3.49248005516327,1.506198714246e-05,9.13672951784604e-05
"ENSG00000152315",2.66096472717254,0.87671283478854,1.5078796962716e-05,9.14493196519889e-05
"ENSG00000272844",1.36103849297592,-2.69513929590574,1.50952637224624e-05,9.15292282347606e-05
"ENSG00000068885",0.639711175798741,3.42090889768641,1.51037333225403e-05,9.15606222536648e-05
"ENSG00000079134",0.654305072376437,4.48892179025744,1.51075275589e-05,9.15636661572641e-05
"ENSG00000273367",2.40594511111018,-2.36489447531302,1.51521942245224e-05,9.18143742846716e-05
"ENSG00000257302",4.3501234683615,0.0708379821444028,1.52146004083715e-05,9.21724419860679e-05
"ENSG00000204624",2.69696029981594,-0.52953757318613,1.52235292579308e-05,9.22064501852854e-05
"ENSG00000198092",-2.75990161808109,-1.79889945561678,1.52487112251115e-05,9.23187647592566e-05
"ENSG00000175946",-1.64470872356708,-2.21793464987923,1.53066843681679e-05,9.26495783094347e-05
"ENSG00000264538",0.758919549942888,2.92033312131995,1.53270515939845e-05,9.27357310701564e-05
"ENSG00000205155",0.789332197049615,5.51719316979842,1.53275862269266e-05,9.27357310701564e-05
"ENSG00000182272",2.73942274411794,3.61167094610169,1.53534844921805e-05,9.28722192651188e-05
"ENSG00000262362",2.65328117370713,-3.11098445528896,1.5365386518052e-05,9.29240041806001e-05
"ENSG00000237126",-0.740056061426581,-1.57731649690288,1.54567038671517e-05,9.34418178463519e-05
"ENSG00000203819",1.4717068656232,-2.22589275040754,1.54577285410083e-05,9.34418178463519e-05
"ENSG00000203523",2.16843868834549,-3.27442377389671,1.5469415753288e-05,9.34772726823896e-05
"ENSG00000109083",0.696470107434099,4.35400309498301,1.54703155415467e-05,9.34772726823896e-05
"ENSG00000115107",1.11874922966142,5.56158678202336,1.55028261979162e-05,9.36533677329808e-05
"ENSG00000148120",-0.844087826624792,4.82228228055395,1.5530751586052e-05,9.38016924783634e-05
"ENSG00000230366",1.52419422522693,-2.8287738980808,1.55356516275879e-05,9.38109159179556e-05
"ENSG00000271870",1.0301482763488,0.891668733071451,1.55690857647e-05,9.39870774538576e-05
"ENSG00000099251",1.25139879981407,0.761288560583045,1.55715835367409e-05,9.39870774538576e-05
"ENSG00000129250",-0.638121747391891,6.83335100350977,1.55765778605996e-05,9.39968236139851e-05
"ENSG00000272316",-0.831684983630249,-0.702175368154747,1.561145270274e-05,9.41739350450369e-05
"ENSG00000091129",2.88462478915976,2.89250800995727,1.56126996186195e-05,9.41739350450369e-05
"ENSG00000180096",-1.09864416202432,2.79041474270096,1.56668959057312e-05,9.44803503525804e-05
"ENSG00000108509",-0.510113315466236,4.94334636034258,1.57213971078625e-05,9.47884712250119e-05
"ENSG00000259780",2.15245975547903,-3.62291246579267,1.57664791004881e-05,9.50396799353867e-05
"ENSG00000183688",-1.02881041997449,3.7040924125775,1.57847489363047e-05,9.51291922351986e-05
"ENSG00000223923",-1.66134545752289,-3.71976936339781,1.58227462307828e-05,9.53375305278949e-05
"ENSG00000237886",-1.27744568394391,-0.194948139650486,1.58379791485821e-05,9.54086450204711e-05
"ENSG00000166889",0.690731086521755,5.60950786445939,1.58759785787471e-05,9.56105635813363e-05
"ENSG00000250874",3.39103926976521,-2.05379028674926,1.587837317737e-05,9.56105635813363e-05
"ENSG00000129910",2.61598309160193,-1.83351643225803,1.59621950765126e-05,9.60944873729533e-05
"ENSG00000204673",0.581217641617483,5.7192361120919,1.59671775152514e-05,9.61036806387554e-05
"ENSG00000135823",0.623061762797048,5.62122351659734,1.59947527702173e-05,9.62488227602885e-05
"ENSG00000011332",1.92554324516487,0.0242481088040106,1.60257553821618e-05,9.64145218351863e-05
"ENSG00000278090",2.23331441119704,-2.72478989238396,1.60361703489991e-05,9.64395629869364e-05
"ENSG00000025772",0.878188994357451,5.9819179269088,1.60368525083443e-05,9.64395629869364e-05
"ENSG00000280255",-1.69649572646404,-3.49273718149765,1.61049853236276e-05,9.68187617965332e-05
"ENSG00000088002",-1.79406190540128,3.29136410543999,1.61068712771926e-05,9.68187617965332e-05
"ENSG00000155962",-1.05884842134166,2.57951730480011,1.61956503610274e-05,9.73313793196316e-05
"ENSG00000260095",1.28408838994062,-2.03631746555493,1.62129580949266e-05,9.74143451056804e-05
"ENSG00000113460",0.714473404316396,5.27091929562051,1.62429238643871e-05,9.75733134860042e-05
"ENSG00000041357",0.587567822353687,6.7441031211278,1.6256426739139e-05,9.76333398608664e-05
"ENSG00000118513",1.9540185192463,2.45206491500848,1.63029386173256e-05,9.78915439904312e-05
"ENSG00000104671",-0.537992076589571,3.82618056658936,1.63151370631105e-05,9.79393439656275e-05
"ENSG00000268460",3.4482030449282,0.914822909502554,1.63179419673073e-05,9.79393439656275e-05
"ENSG00000136854",-1.09000953922158,3.38771779246736,1.63409823805802e-05,9.80564709711064e-05
"ENSG00000253731",-0.934509445885268,0.476834507625602,1.63900492670871e-05,9.83069039554382e-05
"ENSG00000156261",0.546378117415953,7.16186527984309,1.63933204093526e-05,9.83069039554382e-05
"ENSG00000196497",0.765512850127964,2.45561519709435,1.64440182944773e-05,9.85684225914434e-05
"ENSG00000153802",-2.68680267931063,2.05026579051812,1.65059313258257e-05,9.89182219274275e-05
"ENSG00000276384",1.47723871799505,-2.75237805464378,1.65361428802517e-05,9.90779280328396e-05
"ENSG00000155975",-0.54715075151022,4.24586214360457,1.65509558264732e-05,9.91254332505943e-05
"ENSG00000273729",-0.727740829772575,-0.850487506756464,1.65511995115867e-05,9.91254332505943e-05
"ENSG00000232977",-1.65964660175044,-2.05203275359115,1.66682140934449e-05,9.97832627165265e-05
"ENSG00000101265",-1.16957725315814,4.42965539026523,1.67551886382758e-05,0.000100272843559651
"ENSG00000249119",-1.44094627216837,-1.47412923670414,1.675720622965e-05,0.000100272843559651
"ENSG00000181195",-2.35951389466781,-1.46268367427153,1.67678910031737e-05,0.00010031519734809
"ENSG00000258227",2.07769960885162,1.09678873282472,1.67806089097789e-05,0.000100369693679071
"ENSG00000266278",4.14262903418452,-2.84009893415785,1.67949793146803e-05,0.000100434048522727
"ENSG00000228917",2.55080717185111,-1.52378943375664,1.68023601881268e-05,0.000100456587255454
"ENSG00000113648",0.501748914504459,7.32497564216355,1.68095648090985e-05,0.000100478062762832
"ENSG00000236968",3.44785199407829,-3.64800924219983,1.68927411185252e-05,0.000100931860092275
"ENSG00000240204",2.17184831716666,0.00362516545328226,1.69566415354984e-05,0.000101291896698199
"ENSG00000276571",1.02716242932318,-1.67869430076785,1.6983278857521e-05,0.000101429232309262
"ENSG00000103647",-1.34832194959004,0.887240121366453,1.69891775603955e-05,0.000101441062568272
"ENSG00000104897",0.617061984096176,5.99143138333825,1.70227627454495e-05,0.000101599592326006
"ENSG00000173575",-0.520068292790364,5.85474691795331,1.70318689806253e-05,0.000101632133009683
"ENSG00000095932",2.73527298055581,-0.0048303151419056,1.70504724570702e-05,0.000101721319272521
"ENSG00000254973",1.52440539008502,-0.518217903395282,1.71802320701332e-05,0.000102473470848513
