"","logFC","logCPM","PValue","FDR"
"ENSG00000273154",1.22630017531795,0.0507216947428457,1.85616191736498e-08,2.14658758451859e-07
"ENSG00000108106",1.41687302844903,5.17662865993727,1.86626095875848e-08,2.15736974422068e-07
"ENSG00000277224",4.27732875766529,-0.673177611286012,1.87465523525312e-08,2.16617308093457e-07
"ENSG00000167106",-0.873877445921919,6.17643711507178,1.88026158759192e-08,2.17174898404045e-07
"ENSG00000277161",0.881409579599147,3.19062849265421,1.89477095377468e-08,2.18759919208531e-07
"ENSG00000187531",0.916983330482262,5.00002312720264,1.90467411829998e-08,2.19812038391192e-07
"ENSG00000095917",-2.44645514485063,-0.236133378657305,1.9194547654633e-08,2.2142594521705e-07
"ENSG00000127249",-2.29549042637238,0.00172872959823866,1.93973447052614e-08,2.23672615376217e-07
"ENSG00000136878",-0.599406290006597,4.67484504314166,1.94792145172301e-08,2.24523577856495e-07
"ENSG00000249626",2.33034052953266,0.545442561575171,1.95923765090719e-08,2.25734369447728e-07
"ENSG00000181773",-1.31950370734258,0.244799776359557,1.96511184761313e-08,2.26317415394054e-07
"ENSG00000187699",-1.55621641035115,1.2881084076951,1.97365935386007e-08,2.27163002837526e-07
"ENSG00000203778",-1.15427171923293,1.83132437232997,1.97408757724194e-08,2.27163002837526e-07
"ENSG00000100836",0.775391840141471,6.45175848603963,2.0035790499278e-08,2.30461307343432e-07
"ENSG00000185730",0.913525879068886,2.37373634284779,2.02148066089977e-08,2.32424314268728e-07
"ENSG00000142544",1.2370742439762,1.91923477264445,2.02348087969995e-08,2.32558155814441e-07
"ENSG00000258884",2.84000119454475,-2.37491480701157,2.03082904948426e-08,2.33306271595646e-07
"ENSG00000154945",-0.609818631860042,4.95269199302548,2.04660399370298e-08,2.35021456964744e-07
"ENSG00000132017",0.736098760858434,4.82035133407327,2.04811219484993e-08,2.35024202061651e-07
"ENSG00000176619",1.14597673542807,6.55892757186782,2.04831792973589e-08,2.35024202061651e-07
"ENSG00000130695",1.14692417444394,3.91898611900557,2.05721656221974e-08,2.35947893793887e-07
"ENSG00000204410",1.49678190631454,0.966057708813156,2.05845364044856e-08,2.35992461260494e-07
"ENSG00000127191",0.994616897762345,4.61464490909788,2.06676201131543e-08,2.36847349899943e-07
"ENSG00000166508",1.02812632684578,7.02349405065041,2.07132100885539e-08,2.37272039618183e-07
"ENSG00000158042",0.839649148340654,5.39494630072706,2.07360689616654e-08,2.37436099642158e-07
"ENSG00000260367",1.29593487843445,-1.73314961259875,2.07810900863197e-08,2.37853686654654e-07
"ENSG00000132031",2.19104160031976,1.63079836312094,2.07917204064679e-08,2.37877465925583e-07
"ENSG00000138073",0.719202070734113,5.64188541255658,2.08354607359612e-08,2.38279880530135e-07
"ENSG00000169188",0.836686235157645,5.25641476324614,2.08615414538106e-08,2.38480087322167e-07
"ENSG00000101331",-1.18424719061278,0.663595207497395,2.09623185205411e-08,2.39533675025395e-07
"ENSG00000181541",-2.84677584427649,-2.56834705239614,2.10434574537886e-08,2.40362087130276e-07
"ENSG00000130826",0.879202673846051,6.08426044374713,2.11262072643478e-08,2.41160212462278e-07
"ENSG00000105048",4.36895298708862,3.01157436912168,2.11306740650261e-08,2.41160212462278e-07
"ENSG00000160813",1.10694511513879,4.0128157849812,2.12868069231843e-08,2.42842477832044e-07
"ENSG00000266402",1.8856225800796,-0.206896648085387,2.15120107939835e-08,2.45311011157467e-07
"ENSG00000260077",-1.14850821923065,0.925106939710294,2.15326484192495e-08,2.45445717411716e-07
"ENSG00000240758",2.58737501119218,-1.71577237293271,2.16065855609135e-08,2.46187613357512e-07
"ENSG00000135736",-1.18872187936107,2.3527308624622,2.16753380644798e-08,2.46869851591882e-07
"ENSG00000145050",0.987880282568302,6.06087077145124,2.17191804496722e-08,2.47267935262682e-07
"ENSG00000120910",-0.805517483122777,3.1733129984421,2.18874992489235e-08,2.49045472425549e-07
"ENSG00000174080",-1.18388538223235,4.91087696440314,2.1893221877556e-08,2.49045472425549e-07
"ENSG00000257647",-2.09821599579523,-3.44603129322814,2.19606899080265e-08,2.49710821100549e-07
"ENSG00000165724",0.932392853030623,4.40840093929866,2.21180914082142e-08,2.51397824412204e-07
"ENSG00000233030",2.26834827635293,-1.23570932518901,2.23001774812603e-08,2.53363903711721e-07
"ENSG00000243224",1.46557810846549,-1.82733445215217,2.23129842950589e-08,2.53405893098601e-07
"ENSG00000241468",0.908079867321614,6.4723932341443,2.24215571004617e-08,2.54535007198017e-07
"ENSG00000059573",0.679952041498001,5.94639592688747,2.24982390118756e-08,2.55301314417501e-07
"ENSG00000149483",0.809967647304162,4.49566595802416,2.26319656556995e-08,2.56714054152517e-07
"ENSG00000075426",-0.895369382321826,7.67349840457886,2.31384329821588e-08,2.62351910531098e-07
"ENSG00000116830",0.957009708500352,4.31925360102495,2.31988754052029e-08,2.62930041420093e-07
"ENSG00000260182",-2.37713397309449,-4.09303443141152,2.33332718368739e-08,2.64345535478197e-07
"ENSG00000101290",-0.618342199538025,5.35219551880844,2.33586332625954e-08,2.64525108685898e-07
"ENSG00000256037",3.59083758908904,-2.52779087663202,2.35526696990393e-08,2.66613920366048e-07
"ENSG00000130208",2.48581622673763,4.86928906570471,2.35716107461334e-08,2.66719776111558e-07
"ENSG00000102468",-2.15306227119833,-1.83837671213363,2.36906338284011e-08,2.67957543175811e-07
"ENSG00000245205",-1.24702893208498,-1.57614485768797,2.37466723404034e-08,2.68482194229122e-07
"ENSG00000106399",1.01885044505332,4.33231782255881,2.37589189052876e-08,2.68511504068575e-07
"ENSG00000180596",2.78709900829622,1.69601421643292,2.3829629658265e-08,2.6920125494936e-07
"ENSG00000257086",1.19234000670624,0.612336551708214,2.3870486117486e-08,2.69553321309638e-07
"ENSG00000254726",2.52234011467843,4.87181940691038,2.39093790122835e-08,2.69882937690195e-07
"ENSG00000221869",-1.17670941432541,5.98303253001401,2.39622885677884e-08,2.70370438919228e-07
"ENSG00000235748",3.18818580855476,-3.59308440296339,2.40061481655873e-08,2.70755474018443e-07
"ENSG00000100889",1.13826096641262,5.42787190800564,2.40463973576636e-08,2.71099493193635e-07
"ENSG00000176887",3.98043588626505,-0.0990954243440262,2.42658901634664e-08,2.73463210338935e-07
"ENSG00000280011",-1.67096637939551,-3.58618295142605,2.45056432140479e-08,2.75971805541606e-07
"ENSG00000172346",-2.09625303235502,1.68227097923773,2.4508336378232e-08,2.75971805541606e-07
"ENSG00000115540",-0.597980297827113,4.23516341437903,2.47734311110349e-08,2.78843965799763e-07
"ENSG00000272321",-2.30455865337174,-3.82493034933508,2.4822787995951e-08,2.79286489697162e-07
"ENSG00000132623",1.27033310091901,3.23811155048904,2.50373304807812e-08,2.81586442645357e-07
"ENSG00000222881",3.26985250526587,-3.76790512957222,2.52393736790809e-08,2.83744017840047e-07
"ENSG00000157933",-0.628604056340216,5.70216312590791,2.56648274808466e-08,2.88410443121125e-07
"ENSG00000258813",-1.08571445542893,-2.42426845305181,2.56915122566677e-08,2.88593711791074e-07
"ENSG00000273568",1.49133847428017,-1.11973746207094,2.60132827854471e-08,2.92090203517013e-07
"ENSG00000136108",1.21304993287492,4.85893974870167,2.60626427321563e-08,2.92526344757652e-07
"ENSG00000163283",7.62777479817167,3.47356955865614,2.63662524083728e-08,2.95814674559932e-07
"ENSG00000268655",2.80610878575804,-2.61612573832471,2.64317812550495e-08,2.96430295180118e-07
"ENSG00000083093",0.943593561043033,3.78154552892681,2.68907913373666e-08,3.01456501195557e-07
"ENSG00000169018",-0.714207918424546,5.67256062369025,2.69572368779365e-08,3.02079625014523e-07
"ENSG00000072364",-0.843028815503521,5.85192451198318,2.70279937795361e-08,3.02750540068562e-07
"ENSG00000154370",0.87247301761318,5.12443051084262,2.71237811895289e-08,3.03701178029133e-07
"ENSG00000231346",-1.83998973911379,-1.66537322264654,2.71909258977633e-08,3.04330471627562e-07
"ENSG00000144681",-2.01293096404723,0.63616567663339,2.72508488651855e-08,3.04878463188819e-07
"ENSG00000150054",-1.31892973537414,4.1913373244588,2.73543374839155e-08,3.05913224141593e-07
"ENSG00000178927",0.774432800898233,5.96518645588825,2.7374411525781e-08,3.06014673539608e-07
"ENSG00000006071",-2.62552228304067,-2.57261830581254,2.75089411357814e-08,3.07395009967653e-07
"ENSG00000260103",1.56555426814756,-1.28838044516714,2.75815482949479e-08,3.0808257137646e-07
"ENSG00000233532",7.01877838127075,-0.477496350330774,2.76628959885966e-08,3.08867172272516e-07
"ENSG00000135622",1.2676286008845,3.27179045467563,2.77126908950934e-08,3.09298985499693e-07
"ENSG00000243023",-2.08005516183397,-3.43765892974563,2.79851194693755e-08,3.12214251023563e-07
"ENSG00000072803",-0.59989285988357,4.71147111887117,2.82731994131812e-08,3.15204767825103e-07
"ENSG00000171700",1.06143844106095,3.94112656907883,2.82758384828545e-08,3.15204767825103e-07
"ENSG00000137414",-0.742208411974721,4.37214622874601,2.83397830922195e-08,3.15791020490345e-07
"ENSG00000139880",1.44515374508347,3.51233444309472,2.85823757833701e-08,3.18366687089657e-07
"ENSG00000166444",-1.15833652675297,5.43417779187844,2.86005830238783e-08,3.18438037862529e-07
"ENSG00000187608",2.49052946632672,7.08069126968937,2.86116800279891e-08,3.18438037862529e-07
"ENSG00000225978",-1.65213690793909,-2.11352982645025,2.86940371610257e-08,3.19226902223843e-07
"ENSG00000204822",0.899955154330966,1.49973887656662,2.89534251559428e-08,3.21983852004094e-07
"ENSG00000274267",5.93593122157877,0.170963352274365,2.9556516464748e-08,3.28559309525994e-07
"ENSG00000179270",-2.39149686913773,-3.60891634501956,2.96597944067705e-08,3.29575653949464e-07
"ENSG00000106823",-1.50772219333569,1.86956359871588,2.97815924739447e-08,3.30796897555042e-07
"ENSG00000166348",-0.975595592961881,3.96665359966736,2.99490859277825e-08,3.32524521720325e-07
"ENSG00000280073",-2.27405709429806,-3.70947159511106,3.01144567257173e-08,3.34227208664156e-07
"ENSG00000258471",2.37843263277985,-1.48386159938448,3.02070387147584e-08,3.35121008286228e-07
"ENSG00000080503",-0.906860888378673,5.8669433381452,3.02661075878398e-08,3.35642444314429e-07
"ENSG00000162961",0.709290876756201,4.89309145301813,3.05378792809354e-08,3.38521337760325e-07
"ENSG00000215093",-1.1821389867884,-2.56646853640381,3.11590782945969e-08,3.45269898250049e-07
"ENSG00000260920",1.44082745510677,1.32729860986514,3.12061925817086e-08,3.45654254988077e-07
"ENSG00000172432",0.855249122418782,5.82597771480427,3.15451034047519e-08,3.4926909275333e-07
"ENSG00000168275",0.938020786628729,4.14158144871516,3.15828128701051e-08,3.49547462935231e-07
"ENSG00000205362",-2.49161152016091,0.329129900701962,3.16675360194806e-08,3.50252427857414e-07
"ENSG00000196747",4.18623582400613,-0.233965056301346,3.16716951088123e-08,3.50252427857414e-07
"ENSG00000164362",3.3831653156689,0.884459462035648,3.19411219729046e-08,3.53091584035133e-07
"ENSG00000169126",-2.24091478729929,-1.08987145731219,3.21180149195222e-08,3.54771139811259e-07
"ENSG00000183150",2.17738440341501,-0.0873972957365003,3.21185679374663e-08,3.54771139811259e-07
"ENSG00000128594",-1.81208873621104,0.836638030448857,3.23315552074539e-08,3.56981955134941e-07
"ENSG00000136274",-1.62738333504304,1.44566953258871,3.23918136290843e-08,3.57458579745423e-07
"ENSG00000124574",0.745990536793426,4.69424365401143,3.24004271217851e-08,3.57458579745423e-07
"ENSG00000205704",2.43361779034207,-1.99616484876758,3.26474940502513e-08,3.6004153529724e-07
"ENSG00000167535",1.2264795776499,5.04488470398629,3.27541205520844e-08,3.61074258785225e-07
"ENSG00000154380",-0.970740792792859,6.4606795757865,3.35108716502605e-08,3.69270155787914e-07
"ENSG00000174586",1.2037373527482,0.494120537400417,3.42729390860173e-08,3.77518120712634e-07
"ENSG00000178150",3.98671483338968,1.53712609750691,3.43013438718105e-08,3.77681424032726e-07
"ENSG00000188032",2.91492582185383,-3.14890351784684,3.43561823763803e-08,3.78135536380793e-07
"ENSG00000274897",1.48549734206264,-0.817876731016947,3.46987665352383e-08,3.81755060777129e-07
"ENSG00000198056",1.24234817032797,2.91730640559666,3.47933163678294e-08,3.82643933625322e-07
"ENSG00000186675",-2.58088631025729,-3.96282328365702,3.48358588130885e-08,3.82960372003332e-07
"ENSG00000128050",0.980962163693482,6.66004467837733,3.48533142050007e-08,3.83000880278027e-07
"ENSG00000125257",-1.32861815169828,4.22273739838406,3.50042396548884e-08,3.84507471374965e-07
"ENSG00000231672",-1.90870575793222,-1.13205484661089,3.52968173784745e-08,3.87568251775567e-07
"ENSG00000127922",0.92608808150384,6.68075028950945,3.53369585691425e-08,3.8785589135105e-07
"ENSG00000167968",2.09578507535089,0.151944295923444,3.55249899624273e-08,3.8976589578895e-07
"ENSG00000229780",2.06235780834058,-2.81193830645343,3.56934307052265e-08,3.91459537935514e-07
"ENSG00000279048",1.63262969098789,-1.03018535193228,3.57171032523889e-08,3.91564758675085e-07
"ENSG00000178425",-0.683455623750949,4.34100610764865,3.57744100400337e-08,3.92038481656209e-07
"ENSG00000104522",1.05958034913363,6.35968292269122,3.58403285914536e-08,3.92606167433674e-07
"ENSG00000169902",-1.1808767554399,4.14192163110316,3.61338847589223e-08,3.95658090786407e-07
"ENSG00000143727",0.686707357889905,5.7860964006221,3.61473846290677e-08,3.95658090786407e-07
"ENSG00000278828",2.93454023531113,2.32576547416505,3.62971586504421e-08,3.97141177633653e-07
"ENSG00000147852",-1.35714549950768,3.65425160909083,3.65023616620052e-08,3.99229329494829e-07
"ENSG00000267500",1.75754818929333,-1.90680832460503,3.65603774998897e-08,3.99706674294195e-07
"ENSG00000143816",-1.52435579639556,2.56230388884978,3.66184159647308e-08,4.00183891248353e-07
"ENSG00000276317",-1.66149549917824,-2.14643616065931,3.66545293222235e-08,4.0042121918264e-07
"ENSG00000135722",1.12255880521845,2.25242911500911,3.69164188838781e-08,4.0312381563302e-07
"ENSG00000260114",1.18781763871954,1.10266751152828,3.73840180775351e-08,4.08069738928761e-07
"ENSG00000174428",-0.97622798539904,1.36907233909249,3.78311481276017e-08,4.1278843580737e-07
"ENSG00000141696",1.48577870769309,4.84645802437449,3.79563096757488e-08,4.13991702357491e-07
"ENSG00000276966",4.48628064227327,0.252522094462741,3.80360231394633e-08,4.14698514926653e-07
"ENSG00000180525",-1.9859951609574,-0.356373614769785,3.85364932823416e-08,4.1999039485179e-07
"ENSG00000143549",0.851735521267484,8.07629249180366,3.88014030284709e-08,4.2266699328127e-07
"ENSG00000143033",0.724819482946371,4.27724714016683,3.88124798058593e-08,4.2266699328127e-07
"ENSG00000196628",-1.24849511478218,4.80713789260697,3.89626304438808e-08,4.2413606283196e-07
"ENSG00000256269",0.926870421645175,4.35860958734448,3.92055509205302e-08,4.26613453737365e-07
"ENSG00000118058",-0.708831904994477,5.32431379942955,3.92859577631016e-08,4.27321213635176e-07
"ENSG00000120709",-0.622923959097062,4.57789581103125,3.97480261230625e-08,4.32167888268965e-07
"ENSG00000139182",1.17120459313314,5.93072051274612,3.97626155423824e-08,4.32167888268965e-07
"ENSG00000225855",1.38176447598602,2.12479545704105,3.99208662718717e-08,4.33718380320144e-07
"ENSG00000144354",1.88484571459379,3.96096313736597,4.01763028242211e-08,4.36323120050785e-07
"ENSG00000159263",2.0719673729355,3.34047465225952,4.02342027442884e-08,4.36781374288405e-07
"ENSG00000080189",0.65168759598939,5.90696038096036,4.07166328587614e-08,4.41846160632357e-07
"ENSG00000211890",-2.4290975861298,6.43722287060827,4.09347570688841e-08,4.44039936956659e-07
"ENSG00000255114",1.87681085807892,-2.76670447916633,4.10692997130011e-08,4.45325704841208e-07
"ENSG00000100380",-0.612629682425929,7.00235642979563,4.11263989938745e-08,4.45771058151454e-07
"ENSG00000204954",0.762299334147642,2.56923259978421,4.13649296140771e-08,4.48181841587973e-07
"ENSG00000125877",0.857350066021622,5.61242089768987,4.14104120843021e-08,4.484999187308e-07
"ENSG00000228401",-1.50958501787856,-3.06484482766052,4.169025879361e-08,4.5135506727391e-07
"ENSG00000166405",-2.03868507076176,0.735732494891787,4.1805014406151e-08,4.52421348512948e-07
"ENSG00000100372",0.604626389194694,4.16850248790664,4.19221328485429e-08,4.53471464144411e-07
"ENSG00000198826",1.36299011163813,4.18066810189019,4.19346566634101e-08,4.53471464144411e-07
"ENSG00000151967",-1.3535303743684,-0.625226673205506,4.20984300323542e-08,4.55065540027154e-07
"ENSG00000277383",1.91601293238976,-1.32003657963353,4.2152321522366e-08,4.55471063908922e-07
"ENSG00000257907",-1.47073488554254,-3.32555042157454,4.25731748012896e-08,4.5983988766923e-07
"ENSG00000125459",0.847832835921913,3.12255866610892,4.27705213901973e-08,4.61792124000604e-07
"ENSG00000141639",-2.44795846994765,1.24271345281633,4.29478607110148e-08,4.63526911119696e-07
"ENSG00000186063",-0.800546278099802,3.52023508189621,4.31084694597992e-08,4.65079853019936e-07
"ENSG00000277258",1.11381285654825,5.44193405406593,4.31787785183045e-08,4.65657761508183e-07
"ENSG00000129351",0.614450197605439,7.9159749873504,4.32024286580804e-08,4.65732228010539e-07
"ENSG00000257925",3.81515642157584,-1.81990536081203,4.3449865120809e-08,4.68218170710988e-07
"ENSG00000172613",1.14719326748081,4.38367860128203,4.3502899912141e-08,4.68608115900998e-07
"ENSG00000182372",-0.774277558651099,3.38663668500189,4.3939036059257e-08,4.73122884210653e-07
"ENSG00000162706",-2.6564740501925,1.69591567621545,4.40552151971807e-08,4.74190286485754e-07
"ENSG00000150477",-0.677003542640809,1.93335299937893,4.41791247242469e-08,4.75340037120108e-07
"ENSG00000086544",-0.95886545937785,5.98218374638977,4.42817780425718e-08,4.76260283332579e-07
"ENSG00000143374",0.820136827200224,4.95061314463217,4.45781577817495e-08,4.79262583062929e-07
"ENSG00000149798",-1.20386284736248,3.67703996840586,4.46242210488414e-08,4.79572434324353e-07
"ENSG00000172985",-1.37270141322154,2.46504698137569,4.46718580501855e-08,4.79737974442843e-07
"ENSG00000203805",4.22818290402259,1.53968401660015,4.46741219504176e-08,4.79737974442843e-07
"ENSG00000232450",1.32803885668562,-1.66088459051174,4.47264764205461e-08,4.80114816165438e-07
"ENSG00000117868",-0.783766109659839,6.26503772487464,4.56478294650179e-08,4.89816003437709e-07
"ENSG00000143977",0.816832372799882,5.32358922967431,4.56884266943326e-08,4.90062557520044e-07
"ENSG00000072840",-1.50327581919408,3.0925260860457,4.57168177310019e-08,4.90178046088033e-07
"ENSG00000204866",6.56043004146789,2.13059782867186,4.59794853003914e-08,4.92804402566391e-07
"ENSG00000262703",2.25236311691774,-2.55330078396364,4.60520199541626e-08,4.93391691442652e-07
"ENSG00000280734",1.61941887628498,2.37087619853961,4.66148825171442e-08,4.99229775683223e-07
"ENSG00000010292",1.1486287772133,6.4575765924465,4.70708434621335e-08,5.0391892579381e-07
"ENSG00000225077",2.10351471591425,-1.09617708291208,4.72011209518916e-08,5.05119190856084e-07
"ENSG00000225938",-1.54263846665749,-3.04527540287269,4.72338437354368e-08,5.05274959928347e-07
"ENSG00000118503",-1.47232034321821,5.56521356320192,4.7332346215837e-08,5.06134004344896e-07
"ENSG00000122687",0.644830826496241,4.73603884324692,4.73940812550391e-08,5.0659937815004e-07
"ENSG00000118162",1.03328778826514,3.43824932554655,4.76770514817359e-08,5.0942828769171e-07
"ENSG00000205710",-1.16136468639502,0.654763902727947,4.80236624339936e-08,5.12934763163081e-07
"ENSG00000118785",4.56357379219008,7.83909420848232,4.81187031469734e-08,5.13621066191566e-07
"ENSG00000116095",-0.59982012395932,3.64743553032849,4.81248516339561e-08,5.13621066191566e-07
"ENSG00000111912",-1.20213087693953,5.25634226187629,4.82486575547084e-08,5.14744883992752e-07
"ENSG00000066117",0.628076257345653,5.64372612787467,4.84040762970436e-08,5.16204974712298e-07
"ENSG00000175294",3.49476358927648,1.32198375976856,4.8429824072244e-08,5.16281600966394e-07
"ENSG00000142599",-0.74989300164572,6.44712217829222,4.87336523473569e-08,5.19209555595685e-07
"ENSG00000055211",-0.616994343105247,4.98520275724676,4.87418167641151e-08,5.19209555595685e-07
"ENSG00000168675",-1.39008844158198,3.08771910239467,4.88852155311273e-08,5.20537710400935e-07
"ENSG00000221916",1.39651474219122,-0.0713722420900688,4.90334950095295e-08,5.21916799349424e-07
"ENSG00000122783",0.726469980448794,4.33529129950722,4.91130102663694e-08,5.225631807722e-07
"ENSG00000115839",-0.571208300658093,5.49424761775181,4.9482216072852e-08,5.26290201007355e-07
"ENSG00000014164",0.676856813191432,4.77301350041901,4.99833441662551e-08,5.31416953859348e-07
"ENSG00000260361",1.54139159511803,-0.591161627004825,5.00979817119967e-08,5.32432237430556e-07
"ENSG00000197785",0.9838050796743,4.98259339915173,5.04698286625478e-08,5.36179276008954e-07
"ENSG00000087128",-2.47007160045405,3.71621551005487,5.05754918473026e-08,5.37096660843462e-07
"ENSG00000174792",5.45001677860103,0.114852213551097,5.08400039205247e-08,5.39699629405173e-07
"ENSG00000118689",-0.799160550306915,4.96249205417688,5.09871658704581e-08,5.41055339318981e-07
"ENSG00000166147",-1.67401588189617,5.70626217702146,5.10766557794497e-08,5.41798255985444e-07
"ENSG00000253701",-2.48329382500609,-2.2598332448758,5.12233680436989e-08,5.43147363857948e-07
"ENSG00000145675",-1.12691248149302,5.18716586969965,5.22752368945251e-08,5.54089620330575e-07
"ENSG00000123200",-0.70850705410626,5.33672517979888,5.2863031374975e-08,5.60106473002735e-07
"ENSG00000197903",1.98671610716974,4.13145713205082,5.29760668478939e-08,5.61090383564537e-07
"ENSG00000175556",-1.42654710668058,0.755158095280818,5.3059341026854e-08,5.61758451457895e-07
"ENSG00000117410",0.872156106594177,6.72536789312662,5.33010932969466e-08,5.63976036041975e-07
"ENSG00000106829",-1.13366548164272,3.82498331684176,5.33093516972047e-08,5.63976036041975e-07
"ENSG00000007376",0.829003114832395,4.44661320378885,5.36515591356204e-08,5.67380537733464e-07
"ENSG00000105397",0.672403286545014,5.91029518886691,5.37315897607863e-08,5.67990368131755e-07
"ENSG00000165028",-1.02821012051638,-0.277961574940444,5.37500682746478e-08,5.67990368131755e-07
"ENSG00000164466",0.775670288646105,5.13377686155543,5.39187953648242e-08,5.69556952328847e-07
"ENSG00000028528",-0.537197626237171,6.17256384643862,5.40306498390196e-08,5.70521816238668e-07
"ENSG00000276772",-2.13360375079082,-4.14237752968422,5.41158766009138e-08,5.71204886490024e-07
"ENSG00000198580",-1.46622649659919,-1.86132674777798,5.42987398994046e-08,5.72917622466669e-07
"ENSG00000124575",4.97144368458006,0.0750882523198157,5.44906310093421e-08,5.74724277687839e-07
"ENSG00000235501",-1.30698117727623,1.26296073311836,5.46885347209098e-08,5.76592955342177e-07
"ENSG00000101407",0.697931022052875,4.67757175276802,5.49772066231109e-08,5.79415226797098e-07
"ENSG00000171988",-0.836275696216156,4.85266517272126,5.49978858355567e-08,5.79415226797098e-07
"ENSG00000104728",-1.06225890749902,3.40087719371425,5.54140800036888e-08,5.83578874344035e-07
"ENSG00000100526",1.60653530259848,3.26898324575605,5.5438203890042e-08,5.83611947310271e-07
"ENSG00000256164",-1.76474387859339,-2.77369946108909,5.55187234100157e-08,5.84238461673389e-07
"ENSG00000116898",0.815959006920219,5.77869394690397,5.58282479562741e-08,5.87273472166358e-07
"ENSG00000204315",1.0492288772175,2.96573478101448,5.62122801109274e-08,5.91089658497249e-07
"ENSG00000204851",-1.4393268377521,-0.448257127175695,5.636131823142e-08,5.92209690509679e-07
"ENSG00000119801",-0.604500713534619,6.21897215482169,5.63613795987172e-08,5.92209690509679e-07
"ENSG00000109066",0.855564731173252,4.26141770365808,5.71172083451002e-08,5.99683207133881e-07
"ENSG00000266445",3.00277578610215,-3.38063285945019,5.71212929025669e-08,5.99683207133881e-07
"ENSG00000280119",-2.27398107381745,-3.9110958865295,5.71373278288852e-08,5.99683207133881e-07
"ENSG00000261211",1.96862539748175,-0.0548815591561122,5.7229299450501e-08,6.00421918376757e-07
"ENSG00000130733",0.834620077047516,5.20140750470844,5.73076328493419e-08,6.01017040889421e-07
"ENSG00000139874",-2.29517393392,-0.441317166376352,5.75108422433276e-08,6.02920865176657e-07
"ENSG00000143321",0.85475442391526,8.16946787683094,5.76958626841237e-08,6.04632640856644e-07
"ENSG00000125375",-0.57533038300451,3.71914681407567,5.7927318413234e-08,6.068295695018e-07
"ENSG00000166140",0.744449155176182,4.78989745089517,5.89785378668334e-08,6.17609214491806e-07
"ENSG00000163430",-1.26238982088884,7.52344685861058,5.9260666213079e-08,6.20245002608677e-07
"ENSG00000240230",0.72177328577198,3.56054381720453,5.92748433083041e-08,6.20245002608677e-07
"ENSG00000112679",-0.769841650912872,4.37258655840293,5.93558620067466e-08,6.20859191422957e-07
"ENSG00000165685",4.13308452805098,1.60986883130483,5.95202030228019e-08,6.22344137847064e-07
"ENSG00000109881",1.14686437993483,3.57076874077955,5.96772712511391e-08,6.23751952389302e-07
"ENSG00000100983",0.82139041873773,5.94751202658937,5.97922100395857e-08,6.24718534121337e-07
"ENSG00000267213",1.85011435379103,-0.360506406485421,5.99159352859328e-08,6.25776157757285e-07
"ENSG00000254528",-1.94658141335839,-3.26595284053427,6.00330292729825e-08,6.26747724869964e-07
"ENSG00000139343",1.02461803135414,5.65191184444025,6.00540282162462e-08,6.26747724869964e-07
"ENSG00000268355",-1.73240928132675,-3.46139912425587,6.02030957683876e-08,6.28067780422417e-07
"ENSG00000232037",-1.19993310288011,-2.9584643698353,6.04899036293147e-08,6.3082328070571e-07
"ENSG00000119203",0.6582635462683,5.2770290046625,6.06906411460769e-08,6.32679461092892e-07
"ENSG00000132514",-1.83839102946348,1.47164977428222,6.10018165700096e-08,6.35685097138133e-07
"ENSG00000162227",0.695069501834236,3.43724258827191,6.12176032309033e-08,6.37694830959219e-07
"ENSG00000143479",-1.14833554414842,1.70074321760296,6.15114498793676e-08,6.40515894981224e-07
"ENSG00000128563",0.685240876081135,4.69601150460442,6.15419791851289e-08,6.40593962229039e-07
"ENSG00000205339",-0.808084040587769,6.49456263810535,6.2258227633592e-08,6.47806990337858e-07
"ENSG00000269489",2.7637773430344,-3.09281495674994,6.23629925298131e-08,6.48654417064956e-07
"ENSG00000128534",0.587605090592958,4.53512802292351,6.25866272044961e-08,6.50737144836878e-07
"ENSG00000127603",-0.973492551314988,6.91959841252391,6.26572272092827e-08,6.51227750512623e-07
"ENSG00000163661",-2.33952045441067,2.38817712427029,6.28103178085959e-08,6.52575035192558e-07
"ENSG00000132622",-1.26171004737872,2.03229968130737,6.29528778152631e-08,6.53811945734097e-07
"ENSG00000198517",-0.868192414888899,4.88313042186142,6.33928126998061e-08,6.58135236886789e-07
"ENSG00000168952",-2.07781549971284,1.86337879034494,6.37009330897199e-08,6.61087332844917e-07
"ENSG00000237424",1.68340552982084,1.61059458719677,6.41789590860126e-08,6.657998467211e-07
"ENSG00000116774",-1.77381182749778,4.41585036993048,6.4231080628128e-08,6.66092112419882e-07
"ENSG00000163239",-1.5830180116796,-1.14423078409223,6.46651073030591e-08,6.70343134334694e-07
"ENSG00000132763",0.784879772667171,3.05858840033227,6.47200052388377e-08,6.70662259950743e-07
"ENSG00000234694",1.6661908077162,-0.383539367092911,6.52089509943352e-08,6.75477301305566e-07
"ENSG00000213347",1.30758642563127,3.14482495097398,6.53063242880635e-08,6.76234101795946e-07
"ENSG00000237187",-1.45280959951962,1.48535662651035,6.56605795215615e-08,6.79649310842274e-07
"ENSG00000104886",0.957384443041916,5.57387852976411,6.58574372224545e-08,6.81433371081893e-07
"ENSG00000118898",-1.37108694498505,7.01766416091204,6.59509912337806e-08,6.82147608473462e-07
"ENSG00000214796",2.40369365398202,2.886414819994,6.5997107165573e-08,6.82370833307093e-07
"ENSG00000270195",1.77346194715178,-0.18784583046862,6.61815472858373e-08,6.8402355059866e-07
