"","non-drivers"
"5065","ENSG00000263612"
"5066","ENSG00000263618"
"5067","ENSG00000263637"
"5068","ENSG00000263667"
"5069","ENSG00000263674"
"5070","ENSG00000263688"
"5071","ENSG00000263711"
"5072","ENSG00000263720"
"5073","ENSG00000263724"
"5074","ENSG00000263745"
"5075","ENSG00000263765"
"5076","ENSG00000263766"
"5077","ENSG00000263786"
"5078","ENSG00000263787"
"5079","ENSG00000263798"
"5080","ENSG00000263821"
"5081","ENSG00000263823"
"5082","ENSG00000263826"
"5083","ENSG00000263843"
"5084","ENSG00000263847"
"5085","ENSG00000263860"
"5086","ENSG00000263862"
"5087","ENSG00000263873"
"5088","ENSG00000263893"
"5089","ENSG00000263958"
"5090","ENSG00000263982"
"5091","ENSG00000263986"
"5092","ENSG00000263990"
"5093","ENSG00000264007"
"5094","ENSG00000264016"
"5095","ENSG00000264023"
"5096","ENSG00000264026"
"5097","ENSG00000264044"
"5098","ENSG00000264066"
"5099","ENSG00000264067"
"5100","ENSG00000264072"
"5101","ENSG00000264083"
"5102","ENSG00000264107"
"5103","ENSG00000264112"
"5104","ENSG00000264131"
"5105","ENSG00000264151"
"5106","ENSG00000264174"
"5107","ENSG00000264177"
"5108","ENSG00000264188"
"5109","ENSG00000264207"
"5110","ENSG00000264212"
"5111","ENSG00000264215"
"5112","ENSG00000264243"
"5113","ENSG00000264247"
"5114","ENSG00000264262"
"5115","ENSG00000264278"
"5116","ENSG00000264421"
"5117","ENSG00000264443"
"5118","ENSG00000264449"
"5119","ENSG00000264451"
"5120","ENSG00000264456"
"5121","ENSG00000264458"
"5122","ENSG00000264464"
"5123","ENSG00000264472"
"5124","ENSG00000264475"
"5125","ENSG00000264486"
"5126","ENSG00000264513"
"5127","ENSG00000264515"
"5128","ENSG00000264546"
"5129","ENSG00000264548"
"5130","ENSG00000264558"
"5131","ENSG00000264569"
"5132","ENSG00000264575"
"5133","ENSG00000264577"
"5134","ENSG00000264587"
"5135","ENSG00000264589"
"5136","ENSG00000264596"
"5137","ENSG00000264630"
"5138","ENSG00000264635"
"5139","ENSG00000264647"
"5140","ENSG00000264660"
"5141","ENSG00000264672"
"5142","ENSG00000264673"
"5143","ENSG00000264693"
"5144","ENSG00000264699"
"5145","ENSG00000264701"
"5146","ENSG00000264705"
"5147","ENSG00000264707"
"5148","ENSG00000264727"
"5149","ENSG00000264729"
"5150","ENSG00000264734"
"5151","ENSG00000264739"
"5152","ENSG00000264745"
"5153","ENSG00000264769"
"5154","ENSG00000264790"
"5155","ENSG00000264808"
"5156","ENSG00000264853"
"5157","ENSG00000264859"
"5158","ENSG00000264860"
"5159","ENSG00000264869"
"5160","ENSG00000264876"
"5161","ENSG00000264880"
"5162","ENSG00000264895"
"5163","ENSG00000264914"
"5164","ENSG00000264920"
"5165","ENSG00000264932"
"5166","ENSG00000264954"
"5167","ENSG00000264956"
"5168","ENSG00000264968"
"5169","ENSG00000264982"
"5170","ENSG00000264985"
"5171","ENSG00000264990"
"5172","ENSG00000265000"
"5173","ENSG00000265043"
"5174","ENSG00000265069"
"5175","ENSG00000265073"
"5176","ENSG00000265100"
"5177","ENSG00000265101"
"5178","ENSG00000265115"
"5179","ENSG00000265121"
"5180","ENSG00000265125"
"5181","ENSG00000265142"
"5182","ENSG00000265148"
"5183","ENSG00000265163"
"5184","ENSG00000265168"
"5185","ENSG00000265174"
"5186","ENSG00000265179"
"5187","ENSG00000265194"
"5188","ENSG00000265204"
"5189","ENSG00000265206"
"5190","ENSG00000265218"
"5191","ENSG00000265257"
"5192","ENSG00000265265"
"5193","ENSG00000265287"
"5194","ENSG00000265289"
"5195","ENSG00000265313"
"5196","ENSG00000265334"
"5197","ENSG00000265352"
"5198","ENSG00000265369"
"5199","ENSG00000265380"
"5200","ENSG00000265401"
"5201","ENSG00000265413"
"5202","ENSG00000265458"
"5203","ENSG00000265477"
"5204","ENSG00000265478"
"5205","ENSG00000265479"
"5206","ENSG00000265489"
"5207","ENSG00000265494"
"5208","ENSG00000265533"
"5209","ENSG00000265552"
"5210","ENSG00000265554"
"5211","ENSG00000265555"
"5212","ENSG00000265579"
"5213","ENSG00000265618"
"5214","ENSG00000265625"
"5215","ENSG00000265644"
"5216","ENSG00000265656"
"5217","ENSG00000265666"
"5218","ENSG00000265688"
"5219","ENSG00000265692"
"5220","ENSG00000265702"
"5221","ENSG00000265728"
"5222","ENSG00000265737"
"5223","ENSG00000265743"
"5224","ENSG00000265752"
"5225","ENSG00000265758"
"5226","ENSG00000265775"
"5227","ENSG00000265778"
"5228","ENSG00000265784"
"5229","ENSG00000265794"
"5230","ENSG00000265800"
"5231","ENSG00000265843"
"5232","ENSG00000265844"
"5233","ENSG00000265845"
"5234","ENSG00000265888"
"5235","ENSG00000265908"
"5236","ENSG00000265912"
"5237","ENSG00000265933"
"5238","ENSG00000265948"
"5239","ENSG00000265971"
"5240","ENSG00000265980"
"5241","ENSG00000265987"
"5242","ENSG00000265992"
"5243","ENSG00000265994"
"5244","ENSG00000266010"
"5245","ENSG00000266049"
"5246","ENSG00000266088"
"5247","ENSG00000266100"
"5248","ENSG00000266102"
"5249","ENSG00000266111"
"5250","ENSG00000266114"
"5251","ENSG00000266126"
"5252","ENSG00000266149"
"5253","ENSG00000266171"
"5254","ENSG00000266196"
"5255","ENSG00000266208"
"5256","ENSG00000266213"
"5257","ENSG00000266236"
"5258","ENSG00000266237"
"5259","ENSG00000266256"
"5260","ENSG00000266261"
"5261","ENSG00000266273"
"5262","ENSG00000266278"
"5263","ENSG00000266279"
"5264","ENSG00000266290"
"5265","ENSG00000266313"
"5266","ENSG00000266335"
"5267","ENSG00000266369"
"5268","ENSG00000266371"
"5269","ENSG00000266378"
"5270","ENSG00000266385"
"5271","ENSG00000266401"
"5272","ENSG00000266441"
"5273","ENSG00000266445"
"5274","ENSG00000266456"
"5275","ENSG00000266466"
"5276","ENSG00000266469"
"5277","ENSG00000266473"
"5278","ENSG00000266505"
"5279","ENSG00000266527"
"5280","ENSG00000266535"
"5281","ENSG00000266538"
"5282","ENSG00000266541"
"5283","ENSG00000266554"
"5284","ENSG00000266573"
"5285","ENSG00000266578"
"5286","ENSG00000266588"
"5287","ENSG00000266602"
"5288","ENSG00000266604"
"5289","ENSG00000266642"
"5290","ENSG00000266644"
"5291","ENSG00000266654"
"5292","ENSG00000266664"
"5293","ENSG00000266677"
"5294","ENSG00000266709"
"5295","ENSG00000266717"
"5296","ENSG00000266718"
"5297","ENSG00000266767"
"5298","ENSG00000266774"
"5299","ENSG00000266783"
"5300","ENSG00000266801"
"5301","ENSG00000266803"
"5302","ENSG00000266821"
"5303","ENSG00000266830"
"5304","ENSG00000266839"
"5305","ENSG00000266844"
"5306","ENSG00000266850"
"5307","ENSG00000266893"
"5308","ENSG00000266896"
"5309","ENSG00000266897"
"5310","ENSG00000266900"
"5311","ENSG00000266901"
"5312","ENSG00000266903"
"5313","ENSG00000266904"
"5314","ENSG00000266913"
"5315","ENSG00000266916"
"5316","ENSG00000266918"
"5317","ENSG00000266921"
"5318","ENSG00000266922"
"5319","ENSG00000266923"
"5320","ENSG00000266925"
"5321","ENSG00000266947"
"5322","ENSG00000266950"
"5323","ENSG00000266952"
"5324","ENSG00000266955"
"5325","ENSG00000266962"
"5326","ENSG00000266965"
"5327","ENSG00000266968"
"5328","ENSG00000266970"
"5329","ENSG00000266976"
"5330","ENSG00000266979"
"5331","ENSG00000266985"
"5332","ENSG00000266988"
"5333","ENSG00000266993"
"5334","ENSG00000266998"
"5335","ENSG00000267006"
"5336","ENSG00000267013"
"5337","ENSG00000267014"
"5338","ENSG00000267016"
"5339","ENSG00000267028"
"5340","ENSG00000267035"
"5341","ENSG00000267039"
"5342","ENSG00000267040"
"5343","ENSG00000267044"
"5344","ENSG00000267049"
"5345","ENSG00000267051"
"5346","ENSG00000267054"
"5347","ENSG00000267055"
"5348","ENSG00000267057"
"5349","ENSG00000267058"
"5350","ENSG00000267061"
"5351","ENSG00000267064"
"5352","ENSG00000267065"
"5353","ENSG00000267070"
"5354","ENSG00000267074"
"5355","ENSG00000267075"
"5356","ENSG00000267077"
"5357","ENSG00000267078"
"5358","ENSG00000267080"
"5359","ENSG00000267089"
"5360","ENSG00000267096"
"5361","ENSG00000267097"
"5362","ENSG00000267100"
"5363","ENSG00000267101"
"5364","ENSG00000267104"
"5365","ENSG00000267108"
"5366","ENSG00000267109"
"5367","ENSG00000267115"
"5368","ENSG00000267121"
"5369","ENSG00000267122"
"5370","ENSG00000267123"
"5371","ENSG00000267128"
"5372","ENSG00000267133"
"5373","ENSG00000267134"
"5374","ENSG00000267136"
"5375","ENSG00000267138"
"5376","ENSG00000267146"
"5377","ENSG00000267147"
"5378","ENSG00000267150"
"5379","ENSG00000267152"
"5380","ENSG00000267160"
"5381","ENSG00000267165"
"5382","ENSG00000267169"
"5383","ENSG00000267172"
"5384","ENSG00000267175"
"5385","ENSG00000267192"
"5386","ENSG00000267198"
"5387","ENSG00000267199"
"5388","ENSG00000267204"
"5389","ENSG00000267214"
"5390","ENSG00000267222"
"5391","ENSG00000267223"
"5392","ENSG00000267224"
"5393","ENSG00000267226"
"5394","ENSG00000267231"
"5395","ENSG00000267239"
"5396","ENSG00000267243"
"5397","ENSG00000267244"
"5398","ENSG00000267246"
"5399","ENSG00000267247"
"5400","ENSG00000267251"
"5401","ENSG00000267252"
"5402","ENSG00000267254"
"5403","ENSG00000267257"
"5404","ENSG00000267259"
"5405","ENSG00000267260"
"5406","ENSG00000267265"
"5407","ENSG00000267270"
"5408","ENSG00000267274"
"5409","ENSG00000267275"
"5410","ENSG00000267278"
"5411","ENSG00000267284"
"5412","ENSG00000267285"
"5413","ENSG00000267286"
"5414","ENSG00000267287"
"5415","ENSG00000267298"
"5416","ENSG00000267302"
"5417","ENSG00000267308"
"5418","ENSG00000267309"
"5419","ENSG00000267311"
"5420","ENSG00000267313"
"5421","ENSG00000267317"
"5422","ENSG00000267321"
"5423","ENSG00000267322"
"5424","ENSG00000267325"
"5425","ENSG00000267337"
"5426","ENSG00000267338"
"5427","ENSG00000267339"
"5428","ENSG00000267344"
"5429","ENSG00000267348"
"5430","ENSG00000267349"
"5431","ENSG00000267353"
"5432","ENSG00000267354"
"5433","ENSG00000267356"
"5434","ENSG00000267359"
"5435","ENSG00000267363"
"5436","ENSG00000267364"
"5437","ENSG00000267365"
"5438","ENSG00000267372"
"5439","ENSG00000267374"
"5440","ENSG00000267383"
"5441","ENSG00000267387"
"5442","ENSG00000267391"
"5443","ENSG00000267394"
"5444","ENSG00000267396"
"5445","ENSG00000267397"
"5446","ENSG00000267399"
"5447","ENSG00000267402"
"5448","ENSG00000267407"
"5449","ENSG00000267412"
"5450","ENSG00000267413"
"5451","ENSG00000267414"
"5452","ENSG00000267416"
"5453","ENSG00000267423"
"5454","ENSG00000267429"
"5455","ENSG00000267432"
"5456","ENSG00000267439"
"5457","ENSG00000267449"
"5458","ENSG00000267452"
"5459","ENSG00000267454"
"5460","ENSG00000267457"
"5461","ENSG00000267462"
"5462","ENSG00000267465"
"5463","ENSG00000267466"
"5464","ENSG00000267474"
"5465","ENSG00000267481"
"5466","ENSG00000267491"
"5467","ENSG00000267493"
"5468","ENSG00000267498"
"5469","ENSG00000267501"
"5470","ENSG00000267504"
"5471","ENSG00000267506"
"5472","ENSG00000267512"
"5473","ENSG00000267519"
"5474","ENSG00000267521"
"5475","ENSG00000267522"
"5476","ENSG00000267523"
"5477","ENSG00000267529"
"5478","ENSG00000267532"
"5479","ENSG00000267546"
"5480","ENSG00000267547"
"5481","ENSG00000267549"
"5482","ENSG00000267551"
"5483","ENSG00000267559"
"5484","ENSG00000267560"
"5485","ENSG00000267563"
"5486","ENSG00000267567"
"5487","ENSG00000267568"
"5488","ENSG00000267571"
"5489","ENSG00000267576"
"5490","ENSG00000267580"
"5491","ENSG00000267583"
"5492","ENSG00000267586"
"5493","ENSG00000267603"
"5494","ENSG00000267605"
"5495","ENSG00000267606"
"5496","ENSG00000267607"
"5497","ENSG00000267610"
"5498","ENSG00000267612"
"5499","ENSG00000267625"
"5500","ENSG00000267627"
"5501","ENSG00000267629"
"5502","ENSG00000267632"
"5503","ENSG00000267633"
"5504","ENSG00000267636"
"5505","ENSG00000267637"
"5506","ENSG00000267638"
"5507","ENSG00000267642"
"5508","ENSG00000267643"
"5509","ENSG00000267644"
"5510","ENSG00000267646"
"5511","ENSG00000267649"
"5512","ENSG00000267650"
"5513","ENSG00000267651"
"5514","ENSG00000267653"
"5515","ENSG00000267658"
"5516","ENSG00000267659"
"5517","ENSG00000267662"
"5518","ENSG00000267665"
"5519","ENSG00000267666"
"5520","ENSG00000267672"
"5521","ENSG00000267675"
"5522","ENSG00000267690"
"5523","ENSG00000267705"
"5524","ENSG00000267707"
"5525","ENSG00000267709"
"5526","ENSG00000267711"
"5527","ENSG00000267712"
"5528","ENSG00000267719"
"5529","ENSG00000267722"
"5530","ENSG00000267723"
"5531","ENSG00000267724"
"5532","ENSG00000267731"
"5533","ENSG00000267732"
"5534","ENSG00000267734"
"5535","ENSG00000267737"
"5536","ENSG00000267745"
"5537","ENSG00000267749"
"5538","ENSG00000267750"
"5539","ENSG00000267751"
"5540","ENSG00000267758"
"5541","ENSG00000267760"
"5542","ENSG00000267761"
"5543","ENSG00000267765"
"5544","ENSG00000267767"
"5545","ENSG00000267774"
"5546","ENSG00000267777"
"5547","ENSG00000267778"
"5548","ENSG00000267779"
"5549","ENSG00000267782"
"5550","ENSG00000267784"
"5551","ENSG00000267787"
"5552","ENSG00000267790"
"5553","ENSG00000267801"
"5554","ENSG00000267808"
"5555","ENSG00000267857"
"5556","ENSG00000267858"
"5557","ENSG00000267868"
"5558","ENSG00000267872"
"5559","ENSG00000267882"
"5560","ENSG00000267886"
"5561","ENSG00000267892"
"5562","ENSG00000267898"
"5563","ENSG00000267924"
"5564","ENSG00000267927"
"5565","ENSG00000267934"
"5566","ENSG00000267939"
"5567","ENSG00000267940"
"5568","ENSG00000267943"
"5569","ENSG00000267980"
"5570","ENSG00000268001"
"5571","ENSG00000268006"
"5572","ENSG00000268015"
"5573","ENSG00000268030"
"5574","ENSG00000268038"
"5575","ENSG00000268049"
"5576","ENSG00000268051"
"5577","ENSG00000268061"
"5578","ENSG00000268066"
"5579","ENSG00000268081"
"5580","ENSG00000268095"
"5581","ENSG00000268108"
"5582","ENSG00000268119"
"5583","ENSG00000268120"
"5584","ENSG00000268170"
"5585","ENSG00000268181"
"5586","ENSG00000268184"
"5587","ENSG00000268189"
"5588","ENSG00000268199"
"5589","ENSG00000268230"
"5590","ENSG00000268231"
"5591","ENSG00000268240"
"5592","ENSG00000268257"
"5593","ENSG00000268266"
"5594","ENSG00000268287"
"5595","ENSG00000268289"
"5596","ENSG00000268292"
"5597","ENSG00000268296"
"5598","ENSG00000268316"
"5599","ENSG00000268318"
"5600","ENSG00000268324"
"5601","ENSG00000268326"
"5602","ENSG00000268333"
"5603","ENSG00000268362"
"5604","ENSG00000268366"
"5605","ENSG00000268388"
"5606","ENSG00000268390"
"5607","ENSG00000268392"
"5608","ENSG00000268401"
"5609","ENSG00000268403"
"5610","ENSG00000268416"
"5611","ENSG00000268460"
"5612","ENSG00000268471"
"5613","ENSG00000268505"
"5614","ENSG00000268516"
"5615","ENSG00000268530"
"5616","ENSG00000268531"
"5617","ENSG00000268532"
"5618","ENSG00000268560"
"5619","ENSG00000268566"
"5620","ENSG00000268573"
"5621","ENSG00000268575"
"5622","ENSG00000268597"
"5623","ENSG00000268601"
"5624","ENSG00000268621"
"5625","ENSG00000268628"
"5626","ENSG00000268635"
"5627","ENSG00000268650"
"5628","ENSG00000268654"
"5629","ENSG00000268658"
"5630","ENSG00000268659"
"5631","ENSG00000268670"
"5632","ENSG00000268683"
"5633","ENSG00000268686"
"5634","ENSG00000268734"
"5635","ENSG00000268746"
"5636","ENSG00000268751"
"5637","ENSG00000268798"
"5638","ENSG00000268804"
"5639","ENSG00000268810"
"5640","ENSG00000268812"
"5641","ENSG00000268836"
"5642","ENSG00000268858"
"5643","ENSG00000268894"
"5644","ENSG00000268906"
"5645","ENSG00000268912"
"5646","ENSG00000268926"
"5647","ENSG00000268955"
"5648","ENSG00000268970"
"5649","ENSG00000268981"
"5650","ENSG00000268987"
"5651","ENSG00000268996"
"5652","ENSG00000269019"
"5653","ENSG00000269037"
"5654","ENSG00000269043"
"5655","ENSG00000269066"
"5656","ENSG00000269072"
"5657","ENSG00000269086"
"5658","ENSG00000269107"
"5659","ENSG00000269110"
"5660","ENSG00000269155"
"5661","ENSG00000269176"
"5662","ENSG00000269177"
"5663","ENSG00000269186"
"5664","ENSG00000269210"
"5665","ENSG00000269220"
"5666","ENSG00000269235"
"5667","ENSG00000269243"
"5668","ENSG00000269271"
"5669","ENSG00000269275"
"5670","ENSG00000269289"
"5671","ENSG00000269293"
"5672","ENSG00000269296"
"5673","ENSG00000269300"
"5674","ENSG00000269318"
"5675","ENSG00000269349"
"5676","ENSG00000269350"
"5677","ENSG00000269352"
"5678","ENSG00000269353"
"5679","ENSG00000269364"
"5680","ENSG00000269399"
"5681","ENSG00000269400"
"5682","ENSG00000269439"
"5683","ENSG00000269446"
"5684","ENSG00000269473"
"5685","ENSG00000269486"
"5686","ENSG00000269489"
"5687","ENSG00000269495"
"5688","ENSG00000269504"
"5689","ENSG00000269506"
"5690","ENSG00000269514"
"5691","ENSG00000269535"
"5692","ENSG00000269543"
"5693","ENSG00000269559"
"5694","ENSG00000269560"
"5695","ENSG00000269564"
"5696","ENSG00000269570"
"5697","ENSG00000269578"
"5698","ENSG00000269604"
"5699","ENSG00000269609"
"5700","ENSG00000269635"
"5701","ENSG00000269653"
"5702","ENSG00000269680"
"5703","ENSG00000269694"
"5704","ENSG00000269696"
"5705","ENSG00000269729"
"5706","ENSG00000269736"
"5707","ENSG00000269793"
"5708","ENSG00000269796"
"5709","ENSG00000269799"
"5710","ENSG00000269815"
"5711","ENSG00000269826"
"5712","ENSG00000269834"
"5713","ENSG00000269842"
"5714","ENSG00000269843"
"5715","ENSG00000269846"
"5716","ENSG00000269873"
"5717","ENSG00000269877"
"5718","ENSG00000269883"
"5719","ENSG00000269886"
"5720","ENSG00000269888"
"5721","ENSG00000269889"
"5722","ENSG00000269892"
"5723","ENSG00000269895"
"5724","ENSG00000269906"
"5725","ENSG00000269910"
"5726","ENSG00000269911"
"5727","ENSG00000269919"
"5728","ENSG00000269924"
"5729","ENSG00000269927"
"5730","ENSG00000269929"
"5731","ENSG00000269930"
"5732","ENSG00000269931"
"5733","ENSG00000269934"
"5734","ENSG00000269937"
"5735","ENSG00000269938"
"5736","ENSG00000269939"
"5737","ENSG00000269945"
"5738","ENSG00000269950"
"5739","ENSG00000269951"
"5740","ENSG00000269956"
"5741","ENSG00000269957"
"5742","ENSG00000269959"
"5743","ENSG00000269972"
"5744","ENSG00000269973"
"5745","ENSG00000269976"
"5746","ENSG00000269978"
"5747","ENSG00000269982"
"5748","ENSG00000269983"
"5749","ENSG00000269984"
"5750","ENSG00000269987"
"5751","ENSG00000269993"
"5752","ENSG00000269994"
"5753","ENSG00000270001"
"5754","ENSG00000270002"
"5755","ENSG00000270012"
"5756","ENSG00000270016"
"5757","ENSG00000270019"
"5758","ENSG00000270020"
"5759","ENSG00000270021"
"5760","ENSG00000270022"
"5761","ENSG00000270036"
"5762","ENSG00000270038"
"5763","ENSG00000270049"
"5764","ENSG00000270055"
"5765","ENSG00000270059"
"5766","ENSG00000270068"
"5767","ENSG00000270069"
"5768","ENSG00000270071"
"5769","ENSG00000270074"
"5770","ENSG00000270077"
"5771","ENSG00000270084"
"5772","ENSG00000270090"
"5773","ENSG00000270091"
"5774","ENSG00000270096"
"5775","ENSG00000270100"
"5776","ENSG00000270104"
"5777","ENSG00000270110"
"5778","ENSG00000270111"
"5779","ENSG00000270112"
"5780","ENSG00000270115"
"5781","ENSG00000270116"
"5782","ENSG00000270118"
"5783","ENSG00000270124"
"5784","ENSG00000270127"
"5785","ENSG00000270130"
"5786","ENSG00000270137"
"5787","ENSG00000270154"
"5788","ENSG00000270157"
"5789","ENSG00000270164"
"5790","ENSG00000270171"
"5791","ENSG00000270177"
"5792","ENSG00000270179"
"5793","ENSG00000270194"
"5794","ENSG00000270207"
"5795","ENSG00000270210"
"5796","ENSG00000270240"
"5797","ENSG00000270277"
"5798","ENSG00000270279"
"5799","ENSG00000270332"
"5800","ENSG00000270344"
"5801","ENSG00000270361"
"5802","ENSG00000270362"
"5803","ENSG00000270412"
"5804","ENSG00000270457"
"5805","ENSG00000270504"
"5806","ENSG00000270540"
"5807","ENSG00000270547"
"5808","ENSG00000270557"
"5809","ENSG00000270571"
"5810","ENSG00000270574"
"5811","ENSG00000270589"
"5812","ENSG00000270604"
"5813","ENSG00000270605"
"5814","ENSG00000270607"
"5815","ENSG00000270638"
"5816","ENSG00000270640"
"5817","ENSG00000270641"
"5818","ENSG00000270659"
"5819","ENSG00000270661"
"5820","ENSG00000270696"
"5821","ENSG00000270720"
"5822","ENSG00000270726"
"5823","ENSG00000270760"
"5824","ENSG00000270777"
"5825","ENSG00000270816"
"5826","ENSG00000270820"
"5827","ENSG00000270823"
"5828","ENSG00000270866"
"5829","ENSG00000270883"
"5830","ENSG00000270933"
"5831","ENSG00000270937"
"5832","ENSG00000270947"
"5833","ENSG00000270956"
"5834","ENSG00000270959"
"5835","ENSG00000270964"
"5836","ENSG00000270972"
"5837","ENSG00000270996"
"5838","ENSG00000271009"
"5839","ENSG00000271032"
"5840","ENSG00000271046"
"5841","ENSG00000271086"
"5842","ENSG00000271119"
"5843","ENSG00000271122"
"5844","ENSG00000271141"
"5845","ENSG00000271147"
"5846","ENSG00000271148"
"5847","ENSG00000271151"
"5848","ENSG00000271155"
"5849","ENSG00000271167"
"5850","ENSG00000271199"
"5851","ENSG00000271204"
"5852","ENSG00000271228"
"5853","ENSG00000271234"
"5854","ENSG00000271252"
"5855","ENSG00000271265"
"5856","ENSG00000271270"
"5857","ENSG00000271320"
"5858","ENSG00000271327"
"5859","ENSG00000271334"
"5860","ENSG00000271335"
"5861","ENSG00000271344"
"5862","ENSG00000271360"
"5863","ENSG00000271366"
"5864","ENSG00000271382"
"5865","ENSG00000271384"
"5866","ENSG00000271387"
"5867","ENSG00000271409"
"5868","ENSG00000271427"
"5869","ENSG00000271452"
"5870","ENSG00000271474"
"5871","ENSG00000271522"
"5872","ENSG00000271533"
"5873","ENSG00000271551"
"5874","ENSG00000271553"
"5875","ENSG00000271576"
"5876","ENSG00000271579"
"5877","ENSG00000271590"
"5878","ENSG00000271614"
"5879","ENSG00000271631"
"5880","ENSG00000271643"
"5881","ENSG00000271646"
"5882","ENSG00000271653"
"5883","ENSG00000271659"
"5884","ENSG00000271709"
"5885","ENSG00000271715"
"5886","ENSG00000271717"
"5887","ENSG00000271730"
"5888","ENSG00000271732"
"5889","ENSG00000271736"
"5890","ENSG00000271742"
"5891","ENSG00000271743"
"5892","ENSG00000271754"
"5893","ENSG00000271755"
"5894","ENSG00000271766"
"5895","ENSG00000271774"
"5896","ENSG00000271776"
"5897","ENSG00000271780"
"5898","ENSG00000271781"
"5899","ENSG00000271788"
"5900","ENSG00000271789"
"5901","ENSG00000271795"
"5902","ENSG00000271803"
"5903","ENSG00000271806"
"5904","ENSG00000271811"
"5905","ENSG00000271816"
"5906","ENSG00000271820"
"5907","ENSG00000271821"
"5908","ENSG00000271826"
"5909","ENSG00000271828"
"5910","ENSG00000271833"
"5911","ENSG00000271848"
"5912","ENSG00000271849"
"5913","ENSG00000271851"
"5914","ENSG00000271853"
"5915","ENSG00000271856"
"5916","ENSG00000271857"
"5917","ENSG00000271858"
"5918","ENSG00000271860"
"5919","ENSG00000271862"
"5920","ENSG00000271868"
"5921","ENSG00000271871"
"5922","ENSG00000271880"
"5923","ENSG00000271882"
"5924","ENSG00000271889"
"5925","ENSG00000271894"
"5926","ENSG00000271897"
"5927","ENSG00000271911"
"5928","ENSG00000271913"
"5929","ENSG00000271914"
"5930","ENSG00000271916"
"5931","ENSG00000271917"
"5932","ENSG00000271918"
"5933","ENSG00000271931"
"5934","ENSG00000271933"
"5935","ENSG00000271945"
"5936","ENSG00000271947"
"5937","ENSG00000271959"
"5938","ENSG00000271964"
"5939","ENSG00000271966"
"5940","ENSG00000271971"
"5941","ENSG00000271973"
"5942","ENSG00000271976"
"5943","ENSG00000271978"
"5944","ENSG00000271980"
"5945","ENSG00000271984"
"5946","ENSG00000271998"
"5947","ENSG00000272002"
"5948","ENSG00000272008"
"5949","ENSG00000272010"
"5950","ENSG00000272027"
"5951","ENSG00000272033"
"5952","ENSG00000272037"
"5953","ENSG00000272040"
"5954","ENSG00000272046"
"5955","ENSG00000272049"
"5956","ENSG00000272054"
"5957","ENSG00000272068"
"5958","ENSG00000272070"
"5959","ENSG00000272071"
"5960","ENSG00000272072"
"5961","ENSG00000272076"
"5962","ENSG00000272078"
"5963","ENSG00000272079"
"5964","ENSG00000272085"
"5965","ENSG00000272087"
"5966","ENSG00000272094"
"5967","ENSG00000272100"
"5968","ENSG00000272108"
"5969","ENSG00000272112"
"5970","ENSG00000272121"
"5971","ENSG00000272123"
"5972","ENSG00000272128"
"5973","ENSG00000272129"
"5974","ENSG00000272130"
"5975","ENSG00000272140"
"5976","ENSG00000272141"
"5977","ENSG00000272142"
"5978","ENSG00000272143"
"5979","ENSG00000272144"
"5980","ENSG00000272154"
"5981","ENSG00000272156"
"5982","ENSG00000272163"
"5983","ENSG00000272167"
"5984","ENSG00000272168"
"5985","ENSG00000272180"
"5986","ENSG00000272182"
"5987","ENSG00000272183"
"5988","ENSG00000272189"
"5989","ENSG00000272192"
"5990","ENSG00000272203"
"5991","ENSG00000272205"
"5992","ENSG00000272209"
"5993","ENSG00000272211"
"5994","ENSG00000272217"
"5995","ENSG00000272218"
"5996","ENSG00000272219"
"5997","ENSG00000272221"
"5998","ENSG00000272223"
"5999","ENSG00000272226"
"6000","ENSG00000272234"
"6001","ENSG00000272235"
"6002","ENSG00000272243"
"6003","ENSG00000272247"
"6004","ENSG00000272248"
"6005","ENSG00000272249"
"6006","ENSG00000272255"
"6007","ENSG00000272259"
"6008","ENSG00000272265"
"6009","ENSG00000272269"
"6010","ENSG00000272274"
"6011","ENSG00000272279"
"6012","ENSG00000272282"
"6013","ENSG00000272312"
"6014","ENSG00000272316"
"6015","ENSG00000272320"
"6016","ENSG00000272321"
"6017","ENSG00000272323"
"6018","ENSG00000272328"
"6019","ENSG00000272334"
"6020","ENSG00000272335"
"6021","ENSG00000272338"
"6022","ENSG00000272341"
"6023","ENSG00000272343"
"6024","ENSG00000272345"
"6025","ENSG00000272347"
"6026","ENSG00000272356"
"6027","ENSG00000272361"
"6028","ENSG00000272368"
"6029","ENSG00000272370"
"6030","ENSG00000272371"
"6031","ENSG00000272372"
"6032","ENSG00000272374"
"6033","ENSG00000272375"
"6034","ENSG00000272379"
"6035","ENSG00000272381"
"6036","ENSG00000272382"
"6037","ENSG00000272384"
"6038","ENSG00000272396"
"6039","ENSG00000272397"
"6040","ENSG00000272405"
"6041","ENSG00000272416"
"6042","ENSG00000272420"
"6043","ENSG00000272425"
"6044","ENSG00000272426"
"6045","ENSG00000272428"
"6046","ENSG00000272431"
"6047","ENSG00000272444"
"6048","ENSG00000272446"
"6049","ENSG00000272447"
"6050","ENSG00000272455"
"6051","ENSG00000272456"
"6052","ENSG00000272462"
"6053","ENSG00000272463"
"6054","ENSG00000272465"
"6055","ENSG00000272468"
"6056","ENSG00000272472"
"6057","ENSG00000272473"
"6058","ENSG00000272476"
"6059","ENSG00000272477"
"6060","ENSG00000272479"
"6061","ENSG00000272483"
"6062","ENSG00000272485"
"6063","ENSG00000272489"
