"","BLCA","BRCA","COAD","HNSC","KICH","KIRC","KIRP","LIHC","LUAD","LUSC","PRAD","STAD","THCA","UCEC"
"AC022007.5",0.0179843788693188,0.465800975451835,0.0079541669542469,0.314626006920889,0.00480403033487482,0.00103059721433435,0.710415422466329,0.000685565783376532,0.617885463217357,0.757756237797373,0.467162345229434,0.995992139674646,0.132283465181144,0.958832256593892
"RP11-796E2.4",0.439249038620564,0.0571366434254748,0.312217591237081,0.0276353569305701,0.347690714448004,0.712513724704529,0.162097782616224,0.103825398334573,0.40378577001991,0.354986204439586,0.251098410856855,0.432178418455718,0.280851955702038,0.416854875085576
"MIR143HG",0.172373499679555,0.568780602203175,0.434225291535728,0.425514735037432,0.422228012163602,0.547084522282008,0.00596509959709429,0.720633869113276,0.254219402555566,0.627941544312276,0.745566396929657,0.362832678127343,0.851554101485733,0.948037478855089
"CTA-941F9.10",0.91769770675648,0.841872986695121,0.438283093119928,0.330482054877019,0.0658845960411082,0.577858803964316,0.0728675350024937,0.00178547783636178,0.456409537998555,0.121102202287265,0.94622413016769,0.483450993033962,0.0449680876058419,0.842721170111641
"MBNL1-AS1",0.0926107305306161,0.380913406299305,0.89650898873898,0.382693138633037,0.0369646143406339,0.00178440149125344,0.55424678082167,0.291180753753455,0.206163056844859,0.0387978878546596,0.982307203886651,0.208937528312991,0.148957483098799,0.519569218706251
"LINC00662",0.514938084801931,0.755154322628102,0.21078674204252,0.113072583839867,0.00180214541596925,0.230729631580783,0.485145040081851,0.0131541835643762,0.854500286320312,0.721896781337775,0.681288906398312,0.385915262006581,0.0226106544580435,0.0104714487991679
"NR2F1-AS1",4.06577189868969e-05,0.354292573858222,0.471245081580599,0.851497512601503,0.433695327982348,0.00172395843377877,0.00265296640547287,0.22980537545639,0.606194615719435,0.508358091442158,0.669565693763544,0.0208807002822939,0.297082354424299,0.334690317328742
"HCG11",0.815811235614864,0.633653358913249,0.266622874474131,0.369612654279243,0.0627651952736187,0.000643085606561335,0.101059334934701,0.943337127459565,0.690251442139396,0.406339659088613,0.97547910251292,0.3457441645388,0.384647883553047,0.199305746657545
"MIR99AHG",0.00313478411113633,0.865495455281116,0.334967338501011,0.00028214685667775,0.209053340824937,0.011167394393903,0.114696490341158,0.0478732117326866,0.00246231339910382,0.150602900186777,0.062946450426511,0.0294011904063722,0.252434470197506,0.23840476386469
"EXTL3-AS1",0.135759659353115,0.760134686376355,0.456607616710785,0.308237401334893,0.000736274781178006,0.00082753695594106,0.9800866025652,0.0704432721304437,0.609674694944281,0.746838656963578,0.729895780862127,0.627958562744946,0.0172249842044501,0.331253929080383
"CTB-89H12.4",0.205492991202299,0.605255453448415,0.795423599580599,0.32401899053263,0.0750676831387783,0.00658099912453072,0.26739243827625,0.120494708379152,0.457256017377236,0.790303765368959,0.0437515793408732,0.289540512206885,0.216633324850747,0.204725116960619
"RP11-690D19.3",0.389381491545511,0.733078009840485,0.754554018716502,0.213921475225286,0.769987959352561,0.00493438556725906,0.0430409390738254,0.629637136337332,0.0427407953880453,0.57480043822851,0.453613700207417,0.612402855705999,0.144135831326047,0.876477857873327
"LCMT1-AS2",0.113293682201604,0.877292754127337,0.324829675645629,0.409496399485805,0.135216703880725,0.65641748410357,0.00778020494373372,0.0722194031129347,0.454125295563005,0.416440197331844,0.197309789022679,0.377503104396414,0.545503154971545,0.160606106064225
"AC005082.12",0.939631486985755,0.49778508628519,0.275425670957308,0.543063473683065,0.852226939250583,0.147957966020674,0.610982506040695,0.200059696024769,0.187736697466096,0.974007656862432,0.588216173114044,0.185154134702989,0.196543717316487,0.629652235524228
"SOX9-AS1",0.639464126520884,0.613877711779561,0.114155246788103,0.651021276206085,0.0560591350535231,0.000643509872681289,0.0337765315597392,0.0116962774948161,0.0417688073302622,0.628406052919631,0.677999730260891,0.125569183689573,0.0487464777261595,0.0693999601661983
"RP3-399L15.3",0.0939062180750347,0.598234413843294,0.580423040262307,0.357804971304805,0.00286337418688089,0.745475243588368,0.00402593266799276,9.1041522987329e-05,0.520805189686204,0.52551439448059,0.194997607612717,0.183597844855775,0.659651202534298,0.611110587353604
"HAGLR",0.725780356354736,0.0894347885932099,0.687655150672411,0.247556228663266,0.0408248246474089,9.58556401800436e-05,0.0458940577232077,0.129927249364417,0.121009537778681,0.490949373312318,0.652801146141133,0.000722470971631099,0.169795293223733,0.0339860361967808
"LINC01128",0.698841056638052,0.640397445485469,0.327717415562893,0.779865108887945,0.00789779869072994,0.13541727856556,0.568351601792802,0.977628241077357,0.273194012833185,0.144379652861456,0.59150646153492,0.276292181270213,0.985397160475925,0.759734778611611
"RP11-34P13.13",0.652504842605988,0.291325370700939,0.868028730235222,0.754616245909691,0.0718818280622346,0.264707616892672,0.171676299062038,0.892940357486639,0.615419306934331,0.88142700336987,0.781121230561725,0.216807930485382,0.640984928657235,0.663058545024819
"PP7080",0.502657844115705,0.192459297527912,0.754869170215276,0.997347710826842,0.0027040209812364,0.31379930537839,0.675251240891271,0.156862397033801,0.53916471235388,0.532935921485408,0.293834208467694,0.999358865681821,0.0898999565654263,0.00155613896655174
"RP11-588K22.2",0.0292126335547163,0.914836699854556,0.948317777771405,0.0402366726270851,0.639665603792625,0.0111509441282515,0.281823427214591,0.752809213616591,0.0105322943799926,0.485010896849584,0.29635269690439,0.0981110605031395,0.751418839774772,0.520849937602209
"CKMT2-AS1",0.622401220215361,0.322981846900245,0.142499744330489,0.93005155244944,0.0154505859840616,0.171415516712069,0.0880481999320805,0.941817142025778,0.370535018424682,0.934538421743193,0.724202996508585,0.569317201424148,0.00405029467521297,0.955648341656701
"TMEM161B-AS1",0.114046410660383,0.892188364851471,0.725422153559988,0.401074321343127,0.00185051745466143,0.82550296903143,0.201884644846429,0.0602743191509773,0.37729000245794,0.51051956130787,0.520373714604568,0.374584961664851,0.662100745094368,0.649086231995487
"XXbac-B461K10.4",0.950872057255589,0.27835132114645,0.493739363156945,0.149008426624285,0.425886978690938,0.104406663444968,0.421095765662751,0.778571769974178,0.886611197334767,0.211758214736861,0.0330022959848321,0.867067018621379,0.934483409508241,0.245846058401895
"MGC45800",0.00534601739133702,0.680638225103099,0.468669793617918,0.236826292240735,0.00341656605094414,0.147093707898029,0.179714220168681,0.149778855228912,0.000486883142997914,0.57804221980433,0.249258143016649,0.291836957540932,0.00461295720321368,0.0232267281668207
"SNHG16",0.00206074620625839,0.526771337470373,0.0523030150939138,0.0170750263060554,0.0143787622671106,0.726056833884099,9.1824443570743e-07,0.00490989232733008,0.832730499669797,0.719839894683315,0.0294890182043058,0.909293954040005,0.0855699057419696,0.160685118066625
"INHBA-AS1",0.146228602674673,0.741678846529005,0.532062582114563,0.0825437981474967,0.731976579047469,0.343809525037176,0.00645041930373742,0.762185242861807,0.832776865371591,0.229433514826868,0.469222658252789,0.0597242119978915,0.105805553834234,0.0755053140765793
"LINC01410",0.410303664010932,0.605559826999827,0.0169024440980706,0.160268673814542,0.213451765526963,0.00110801538510181,0.705028627333108,0.00089399356309983,0.740021325307785,0.860830038502465,0.89847882870802,0.345394904084178,0.53446518239662,0.00650654339834982
"LINC00887",0.382389234989351,0.537176961653952,0.610375092676835,0.0301290329124104,0.0468076430447362,0.0929074306460009,0.272746356647654,0.0447776421415921,0.00602379627119909,0.646605577652893,0.154249939266431,0.673684504556143,0.969657357475172,0.000421384558441414
"LINC00665",0.0211436665050019,0.619890212561997,0.509883532463916,0.291577469093567,0.693491969735883,0.000331973801166547,0.888825586249502,0.00381067359894004,0.204802234923787,0.729101134873442,0.071548649701112,0.200230841931438,0.263476627221198,0.00535938569865841
"NUTM2B-AS1",0.718854771000424,0.160179053715374,0.890976852271792,0.534572339785773,0.173053223767114,0.33522545568775,0.02429699776544,0.00719173628033339,0.454925069121808,0.580045933111071,0.0971449907626009,0.755578545645875,0.508547338196542,0.685693892160607
"RP11-23J9.4",0.690738832105588,0.645188308465326,0.179172146252544,0.329801320616449,0.358803898221898,0.732171322779751,0.89605524630855,0.363140324565329,0.0405412080281994,0.790734995166476,0.0339895635355246,0.376299227905056,0.463733801866789,0.218627855390084
"SGMS1-AS1",0.792145485027106,0.786420023883426,0.260214144298308,0.715531191873621,0.807486272033822,6.82167407104893e-07,0.118590510723529,0.95154702684793,0.758595490321673,0.550696608518113,0.780987107833541,0.238250367952178,0.0124787180081489,0.872403988581129
