"","TCGA-BLCA","TCGA-BRCA","TCGA-COAD","TCGA-HNSC","TCGA-KICH","TCGA-KIRC","TCGA-KIRP","TCGA-LIHC","TCGA-LUAD","TCGA-LUSC","TCGA-PRAD","TCGA-STAD","TCGA-THCA","TCGA-UCEC","maxTS","specific"
"ENSG00000226688.5",0.237693819165435,0.256816147317455,0.255922664317584,0.22797375541358,0.230797608459118,0.277248936827859,0.246419400241581,0.212975203979184,0.259645431085925,0.247851703065011,0.241054500085311,0.307661567649557,0.25826468142645,0.230947631012054,0.307661567649557,"TCGA-STAD"
"ENSG00000261654.1",0.26738861697196,0.300742542951982,0.237700498383756,0.230648297093467,0.21292220985886,0.247251592034623,0.22286105540213,0.217568759714537,0.286706027375103,0.245977227087166,0.246710295309609,0.27461992892182,0.238242085713355,0.258472663151448,0.300742542951982,"TCGA-BRCA"
"ENSG00000259248.4",0.246945204474489,0.271577161169174,0.25423972198322,0.206022747972592,0.258419703845708,0.239116307571341,0.227637932096048,0.227309373629487,0.262294674476183,0.23904973345128,0.305093454619192,0.255679271746651,0.257911836673721,0.239698445629592,0.305093454619192,"TCGA-PRAD"
"ENSG00000248810.1",0.287797132724625,0.250406393218752,0.295553132261973,0.213882335547773,0.394012564642889,0.215784168237443,0.217322351219778,0.223574253331967,0.227444453698084,0.26026731491918,0.174016577813399,0.252459508966195,0.219216494326751,0.201554873832964,0.394012564642889,"TCGA-KICH"
"ENSG00000249042.4",0.282312886605632,0.334468814629387,0.234469592066177,0.227914719072385,0.196755731223904,0.198249025861596,0.209206795226919,0.225286050451254,0.281790416693614,0.240476640448507,0.296839694065053,0.242701898808271,0.225239460560864,0.267831531602978,0.334468814629387,"TCGA-BRCA"
"ENSG00000233452.5",0.232695366628658,0.232465252159101,0.277039091189923,0.258412254639207,0.222289400998157,0.254385618026406,0.233165225298731,0.209197961086503,0.239762217988052,0.231047474364802,0.346133108469454,0.28020845546258,0.234493220135293,0.224891905776977,0.346133108469454,"TCGA-PRAD"
"ENSG00000230615.5",0.283283065750728,0.322755234840151,0.238222570461479,0.228042590706705,0.200885537331308,0.21086262441594,0.221593966939212,0.197282276331636,0.283350868546849,0.267436974121217,0.218830226600449,0.325130824241651,0.197587145405339,0.259061369072795,0.325130824241651,"TCGA-STAD"
"ENSG00000276672.1",0.25850240012666,0.257719987133764,0.318343115751019,0.256275067936071,0.19852725079996,0.218993739483999,0.202515162702878,0.222388689398063,0.250028469278945,0.275986616322594,0.236346670789918,0.3038833854417,0.203475904388189,0.266388676151269,0.318343115751019,"TCGA-COAD"
"ENSG00000261098.1",0.232844819197247,0.256720901454612,0.231108505329496,0.21322250008454,0.286121443389755,0.28315332474762,0.246264688312715,0.209580516465594,0.249654133416798,0.229091084428379,0.266704370656632,0.273671607750755,0.272852215242207,0.237850652811979,0.286121443389755,"TCGA-KICH"
"ENSG00000234072.1",0.279197690769942,0.247940904007321,0.266768726949026,0.234595887873998,0.211541760277483,0.227952705620677,0.245627503177013,0.237294581428499,0.260811091461961,0.279062251821738,0.247139972076334,0.272843228340189,0.232942039346157,0.25076962346725,0.279197690769942,"TCGA-BLCA"
